Date,AAPL_Open,AAPL_High,AAPL_Low,AAPL_Close,AAPL_Adj Close,AAPL_Volume,MSFT_Open,MSFT_High,MSFT_Low,MSFT_Close,MSFT_Adj Close,MSFT_Volume,V_Open,V_High,V_Low,V_Close,V_Adj Close,V_Volume,UNH_Open,UNH_High,UNH_Low,UNH_Close,UNH_Adj Close,UNH_Volume,JPM_Open,JPM_High,JPM_Low,JPM_Close,JPM_Adj Close,JPM_Volume,GOOGL_Open,GOOGL_High,GOOGL_Low,GOOGL_Close,GOOGL_Adj Close,GOOGL_Volume,AMZN_Open,AMZN_High,AMZN_Low,AMZN_Close,AMZN_Adj Close,AMZN_Volume,NVDA_Open,NVDA_High,NVDA_Low,NVDA_Close,NVDA_Adj Close,NVDA_Volume,META_Open,META_High,META_Low,META_Close,META_Adj Close,META_Volume,TSLA_Open,TSLA_High,TSLA_Low,TSLA_Close,TSLA_Adj Close,TSLA_Volume
2014-06-30,23.024999618530273,23.4325008392334,23.022499084472656,23.232500076293945,20.54996681213379,197929200,42.16999816894531,42.209999084472656,41.70000076293945,41.70000076293945,35.496849060058594,30793100,52.165000915527344,52.935001373291016,52.125,52.6775016784668,49.120574951171875,9961600,82.27999877929688,82.54000091552734,81.5999984741211,81.75,70.1710433959961,3916100,57.439998626708984,57.779998779296875,57.380001068115234,57.619998931884766,43.38090133666992,11549000,29.33799934387207,29.385499954223633,29.164499282836914,29.23349952697754,29.199987411499023,29578000,16.249000549316406,16.349000930786133,16.11199951171875,16.23900032043457,16.23900032043457,53426000,0.45774999260902405,0.4647499918937683,0.45774999260902405,0.4634999930858612,0.44122299551963806,180512000,67.45999908447266,67.91999816894531,67.12999725341797,67.29000091552734,67.15200805664062,27102800,15.970000267028809,16.299333572387695,15.933333396911621,16.003999710083008,16.003999710083008,72429000
2014-07-01,23.3799991607666,23.517499923706055,23.282499313354492,23.3799991607666,20.68043327331543,152892000,41.86000061035156,42.150001525878906,41.689998626708984,41.869998931884766,35.64155960083008,26917000,52.98749923706055,53.837501525878906,52.95750045776367,53.5625,49.9458122253418,10993600,81.73999786376953,82.3499984741211,81.6500015258789,81.88999938964844,70.29119873046875,5482400,57.150001525878906,57.9900016784668,57.08000183105469,57.56999969482422,43.64624786376953,14472200,29.38249969482422,29.683000564575195,29.31450080871582,29.574499130249023,29.54059600830078,32864000,16.292999267578125,16.65999984741211,16.2549991607666,16.61949920654297,16.61949920654297,63472000,0.46299999952316284,0.4715000092983246,0.46149998903274536,0.46875,0.4462208151817322,321180000,67.58000183105469,68.44000244140625,67.38999938964844,68.05999755859375,67.92042541503906,33243000,16.163999557495117,16.229333877563477,15.91333293914795,15.981332778930664,15.981332778930664,65041500
2014-07-02,23.467500686645508,23.514999389648438,23.272499084472656,23.3700008392334,20.671594619750977,113860000,41.72999954223633,41.900001525878906,41.529998779296875,41.900001525878906,35.6671028137207,20208100,53.720001220703125,53.872501373291016,53.5625,53.709999084472656,50.083351135253906,5768800,81.80000305175781,82.5199966430664,81.06999969482422,82.48999786376953,70.80622100830078,3693500,57.27000045776367,57.47999954223633,56.81999969482422,56.970001220703125,43.19137191772461,19189900,29.613000869750977,29.707500457763672,29.45549964904785,29.538999557495117,29.505136489868164,23916000,16.65999984741211,16.83799934387207,16.58300018310547,16.642499923706055,16.642499923706055,53626000,0.46700000762939453,0.4690000116825104,0.46424999833106995,0.46700000762939453,0.44455486536026,179284000,68.04000091552734,68.30000305175781,65.79000091552734,66.44999694824219,66.31372833251953,41895000,16.04400062561035,16.155332565307617,15.137999534606934,15.295332908630371,15.295332908630371,120411000
2014-07-03,23.417499542236328,23.524999618530273,23.299999237060547,23.50749969482422,20.793209075927734,91567200,41.90999984741211,41.9900016784668,41.560001373291016,41.79999923706055,35.581966400146484,15969300,53.82749938964844,54.25,53.775001525878906,54.127498626708984,50.47265625,5571600,82.58999633789062,83.44000244140625,82.31999969482422,83.3499984741211,71.54443359375,2183400,57.22999954223633,57.650001525878906,57.0,57.04999923706055,43.252017974853516,12599800,29.584999084472656,29.712499618530273,29.450000762939453,29.65399932861328,29.620004653930664,17978000,16.741500854492188,16.915000915527344,16.65399932861328,16.874500274658203,16.874500274658203,38886000,0.46274998784065247,0.4724999964237213,0.46274998784065247,0.4712499976158142,0.4486005902290344,136892000,66.86000061035156,67.0,65.76000213623047,66.29000091552734,66.15406036376953,25203200,15.419333457946777,15.460000038146973,14.933333396911621,15.283332824707031,15.283332824707031,77500500
2014-07-07,23.53499984741211,23.997499465942383,23.524999618530273,23.99250030517578,21.22220802307129,225872000,41.75,42.119998931884766,41.709999084472656,41.9900016784668,35.743717193603516,21952400,54.10749816894531,54.38750076293945,53.90999984741211,54.185001373291016,50.52628707885742,6612400,82.98999786376953,83.0999984741211,81.79000091552734,82.22000122070312,70.57447052001953,2558500,56.88999938964844,56.9900016784668,56.400001525878906,56.66999816894531,42.96392822265625,13916100,29.675500869750977,29.782499313354492,29.39699935913086,29.538000106811523,29.504138946533203,26734000,16.875,16.877500534057617,16.625999450683594,16.677499771118164,16.677499771118164,42578000,0.47200000286102295,0.4722500145435333,0.46674999594688416,0.4675000011920929,0.44503089785575867,127496000,66.30000305175781,66.56999969482422,65.12000274658203,65.29000091552734,65.15611267089844,28745000,15.166666984558105,15.3186674118042,14.69333267211914,14.843999862670898,14.843999862670898,88405500
2014-07-08,24.0674991607666,24.200000762939453,23.479999542236328,23.837499618530273,21.08510971069336,260888000,41.869998931884766,42.0,41.61000061035156,41.779998779296875,35.56494140625,31218200,54.192501068115234,54.22249984741211,53.287498474121094,53.814998626708984,50.18125915527344,12149200,82.0199966430664,82.06999969482422,81.37999725341797,81.93000030517578,70.32554626464844,2967300,56.349998474121094,56.470001220703125,55.630001068115234,55.7599983215332,42.27401351928711,18343400,29.318500518798828,29.398500442504883,28.700000762939453,28.920000076293945,28.8868465423584,42504000,16.655000686645508,16.687000274658203,16.06999969482422,16.190500259399414,16.190500259399414,85432000,0.4662500023841858,0.46825000643730164,0.45925000309944153,0.4637500047683716,0.44146108627319336,221940000,65.05999755859375,65.55999755859375,62.209999084472656,62.7599983215332,62.63129806518555,68926000,14.576666831970215,14.730667114257812,14.284667015075684,14.604666709899902,14.604666709899902,117543000
2014-07-09,23.860000610351562,23.987499237060547,23.690000534057617,23.84749984741211,21.093948364257812,145744000,41.97999954223633,41.9900016784668,41.529998779296875,41.66999816894531,35.47129821777344,18445900,53.875,54.06999969482422,53.627498626708984,54.040000915527344,50.39106750488281,5177200,81.9800033569336,82.75,81.88999938964844,82.73999786376953,71.02082824707031,3079500,55.880001068115234,56.119998931884766,55.61000061035156,56.02000045776367,42.471134185791016,10914300,28.947500228881836,29.204999923706055,28.850000381469727,29.167999267578125,29.13456153869629,27456000,16.23550033569336,16.510000228881836,16.157499313354492,16.49850082397461,16.49850082397461,63322000,0.46775001287460327,0.47975000739097595,0.46424999833106995,0.4777500033378601,0.4547882378101349,387668000,63.40999984741211,65.12000274658203,63.150001525878906,64.97000122070312,64.83676147460938,51432000,14.751333236694336,14.947999954223633,14.61400032043457,14.870667457580566,14.870667457580566,61731000
2014-07-10,23.440000534057617,23.887500762939453,23.3799991607666,23.760000228881836,21.016550064086914,158744000,41.369998931884766,42.0,41.04999923706055,41.689998626708984,35.48834228515625,21854700,53.45000076293945,54.22249984741211,53.16999816894531,53.8849983215332,50.24654006958008,8536800,81.27999877929688,82.51000213623047,81.05000305175781,82.08000183105469,70.45429992675781,3829400,55.060001373291016,55.810001373291016,54.959999084472656,55.560001373291016,42.122398376464844,12436600,28.649999618530273,29.262500762939453,28.604999542236328,29.00200080871582,28.968753814697266,28724000,16.216999053955078,16.499000549316406,16.13249969482422,16.395999908447266,16.395999908447266,53300000,0.46875,0.47725000977516174,0.4650000035762787,0.4752500057220459,0.45240840315818787,266308000,63.310001373291016,65.33999633789062,63.04999923706055,64.87000274658203,64.73696899414062,44422000,14.478667259216309,14.814666748046875,14.402667045593262,14.630666732788086,14.630666732788086,72958500
2014-07-11,23.84000015258789,23.97249984741211,23.71500015258789,23.80500030517578,21.056364059448242,136072000,41.70000076293945,42.09000015258789,41.47999954223633,42.09000015258789,35.828834533691406,24083000,53.98749923706055,54.2599983215332,53.592498779296875,54.25,50.586883544921875,5696800,81.91999816894531,83.12999725341797,81.7300033569336,82.87000274658203,71.13240051269531,2758400,55.290000915527344,55.90999984741211,55.189998626708984,55.79999923706055,42.304344177246094,10230000,29.049999237060547,29.411500930786133,29.02899932861328,29.332500457763672,29.298873901367188,30232000,16.73550033569336,17.350000381469727,16.73550033569336,17.309999465942383,17.309999465942383,166016000,0.47574999928474426,0.4777500033378601,0.4740000069141388,0.4762499928474426,0.45336028933525085,191188000,65.27999877929688,66.58999633789062,64.79000091552734,66.33999633789062,66.20394897460938,39212000,14.707332611083984,14.773332595825195,14.506667137145996,14.541999816894531,14.541999816894531,49534500
2014-07-14,23.96500015258789,24.22249984741211,23.912500381469727,24.112499237060547,21.328357696533203,171240000,42.220001220703125,42.45000076293945,42.040000915527344,42.13999938964844,35.871402740478516,21881100,54.6875,55.59000015258789,54.412498474121094,55.25749969482422,51.526371002197266,13716400,83.33000183105469,84.69000244140625,83.20999908447266,84.2699966430664,72.33409881591797,3794500,56.529998779296875,56.84000015258789,56.20000076293945,56.290000915527344,42.67584228515625,14004400,29.530000686645508,29.743000030517578,29.33449935913086,29.71299934387207,29.678937911987305,39032000,17.351499557495117,17.78849983215332,17.26799964904785,17.766000747680664,17.766000747680664,112198000,0.47824999690055847,0.48350000381469727,0.476500004529953,0.48225000500679016,0.45907190442085266,272636000,67.12999725341797,68.16999816894531,66.9000015258789,67.9000015258789,67.76075744628906,38537000,14.666000366210938,15.252667427062988,14.363332748413086,15.113332748413086,15.113332748413086,108048000
