Date,0700.HK_Open,0700.HK_High,0700.HK_Low,0700.HK_Close,0700.HK_Adj Close,0700.HK_Volume,1398.HK_Open,1398.HK_High,1398.HK_Low,1398.HK_Close,1398.HK_Adj Close,1398.HK_Volume,0941.HK_Open,0941.HK_High,0941.HK_Low,0941.HK_Close,0941.HK_Adj Close,0941.HK_Volume,9988.HK_Open,9988.HK_High,9988.HK_Low,9988.HK_Close,9988.HK_Adj Close,9988.HK_Volume,0857.HK_Open,0857.HK_High,0857.HK_Low,0857.HK_Close,0857.HK_Adj Close,0857.HK_Volume,3988.HK_Open,3988.HK_High,3988.HK_Low,3988.HK_Close,3988.HK_Adj Close,3988.HK_Volume,7203.T_Open,7203.T_High,7203.T_Low,7203.T_Close,7203.T_Adj Close,7203.T_Volume,6758.T_Open,6758.T_High,6758.T_Low,6758.T_Close,6758.T_Adj Close,6758.T_Volume,8306.T_Open,8306.T_High,8306.T_Low,8306.T_Close,8306.T_Adj Close,8306.T_Volume,9432.T_Open,9432.T_High,9432.T_Low,9432.T_Close,9432.T_Adj Close,9432.T_Volume
2014-06-30,109.97747039794922,110.1618423461914,107.39627838134766,108.96343231201172,104.68148040771484,20956259.0,4.920000076293945,4.940000057220459,4.840000152587891,4.900000095367432,2.8261146545410156,216111529.0,75.19999694824219,75.55000305175781,73.75,75.19999694824219,44.13916015625,12177103.0,,,,,,,9.800000190734863,9.880000114440918,9.720000267028809,9.789999961853027,6.380847930908203,75274924.0,3.5,3.5199999809265137,3.430000066757202,3.4700000286102295,1.9077919721603394,289255948.0,1206.800048828125,1218.0,1201.5999755859375,1216.800048828125,916.54150390625,45137500.0,1694.0,1698.0,1675.0,1682.0,1590.201416015625,5650600.0,617.0,622.0,613.0,621.0,435.0313415527344,48465200.0,63.099998474121094,63.279998779296875,62.16999816894531,63.18000030517578,46.53290557861328,221890000.0
2014-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1220.0,1238.4000244140625,1218.4000244140625,1233.800048828125,929.3465576171875,70114000.0,1697.0,1720.0,1690.0,1705.0,1611.94580078125,8582300.0,623.0,632.0,620.0,629.0,440.63568115234375,73533200.0,63.349998474121094,63.779998779296875,62.81999969482422,63.599998474121094,46.84224319458008,197200000.0
2014-07-02,110.62277221679688,113.38834381103516,110.1618423461914,113.20397186279297,108.75537109375,38558990.0,4.960000038146973,4.989999771118164,4.929999828338623,4.96999979019165,2.866487741470337,281627750.0,76.0,76.5,75.5999984741211,76.4000015258789,44.84353256225586,19303415.0,,,,,,,9.829999923706055,9.949999809265137,9.8100004196167,9.930000305175781,6.4720964431762695,79215684.0,3.5199999809265137,3.5399999618530273,3.5,3.5299999713897705,1.940779685974121,345882271.0,1239.800048828125,1243.4000244140625,1239.0,1241.800048828125,935.3723754882812,49467000.0,1731.0,1736.0,1716.0,1721.0,1627.07275390625,9436600.0,636.0,638.0,632.0,635.0,444.8388366699219,47267300.0,63.959999084472656,64.44999694824219,63.70000076293945,64.27999877929688,47.34307098388672,144280000.0
2014-07-03,112.92741394042969,115.41642761230469,112.46648406982422,114.95549774169922,110.43807220458984,24346818.0,4.989999771118164,5.0,4.960000038146973,4.989999771118164,2.8780221939086914,147902718.0,76.5999984741211,76.6500015258789,75.80000305175781,76.0999984741211,44.667423248291016,7225223.0,,,,,,,9.949999809265137,9.979999542236328,9.789999961853027,9.8100004196167,6.393883228302002,90673455.0,3.5399999618530273,3.549999952316284,3.5199999809265137,3.549999952316284,1.9517756700515747,161480573.0,1243.4000244140625,1243.5999755859375,1229.0,1233.5999755859375,929.1958618164062,34817000.0,1710.0,1712.0,1690.0,1696.0,1603.4371337890625,8346500.0,637.0,637.0,627.0,629.0,440.63568115234375,45314300.0,64.58000183105469,64.77999877929688,64.12000274658203,64.33999633789062,47.38726806640625,134270000.0
2014-07-04,115.2320556640625,115.96954345703125,113.57271575927734,115.3242416381836,110.79232025146484,21314352.0,5.03000020980835,5.03000020980835,4.989999771118164,5.010000228881836,2.8895580768585205,133170367.0,76.30000305175781,76.4000015258789,75.44999694824219,76.0999984741211,44.667423248291016,6786964.0,,,,,,,9.850000381469727,9.920000076293945,9.779999732971191,9.8100004196167,6.393883228302002,41862427.0,3.569999933242798,3.5999999046325684,3.569999933242798,3.5999999046325684,1.9792654514312744,308537958.0,1243.0,1244.199951171875,1238.0,1240.199951171875,934.1672973632812,29027500.0,1722.0,1727.0,1717.0,1720.0,1626.1273193359375,6315500.0,635.0,636.0,628.0,630.0,441.3363037109375,38772000.0,64.9800033569336,65.2699966430664,64.69000244140625,65.0,47.87336730957031,187280000.0
2014-07-07,115.78517150878906,116.06172943115234,114.1258316040039,115.60079956054688,111.05801391601562,13257953.0,5.019999980926514,5.019999980926514,4.96999979019165,4.989999771118164,2.8780221939086914,112374308.0,76.30000305175781,76.5,75.80000305175781,76.1500015258789,44.69676971435547,9026666.0,,,,,,,9.779999732971191,9.8100004196167,9.699999809265137,9.779999732971191,6.374330997467041,38017080.0,3.5999999046325684,3.5999999046325684,3.559999942779541,3.5899999141693115,1.9737673997879028,193261950.0,1240.199951171875,1242.800048828125,1233.4000244140625,1234.0,929.4971313476562,24702500.0,1719.0,1737.0,1714.0,1730.0,1635.581787109375,6806000.0,627.0,630.0,624.0,625.0,437.83355712890625,28875800.0,65.05000305175781,65.18000030517578,64.16999816894531,64.16999816894531,47.26205062866211,119160000.0
2014-07-08,115.60079956054688,115.96954345703125,114.31019592285156,115.50861358642578,110.96945190429688,16919750.0,5.010000228881836,5.03000020980835,4.989999771118164,5.019999980926514,2.895325183868408,152068431.0,75.8499984741211,76.5,75.8499984741211,76.1500015258789,44.69676971435547,9022474.0,,,,,,,9.720000267028809,9.8100004196167,9.720000267028809,9.800000190734863,6.387364864349365,39554458.0,3.609999895095825,3.609999895095825,3.569999933242798,3.5899999141693115,1.9737673997879028,249681644.0,1226.199951171875,1233.5999755859375,1220.800048828125,1226.199951171875,923.621826171875,37911000.0,1714.0,1724.0,1705.0,1718.0,1624.236328125,5973500.0,622.0,628.0,618.0,625.0,437.83355712890625,56211400.0,64.06999969482422,65.44999694824219,64.05999755859375,65.12000274658203,47.96174240112305,206640000.0
2014-07-09,113.20397186279297,113.29615783691406,110.71495819091797,111.72900390625,107.33836364746094,38658439.0,5.010000228881836,5.010000228881836,4.929999828338623,4.949999809265137,2.854952096939087,194717339.0,75.80000305175781,76.0999984741211,75.55000305175781,75.80000305175781,44.49134063720703,10866985.0,,,,,,,9.75,9.770000457763672,9.5600004196167,9.649999618530273,6.2895989418029785,56651037.0,3.5899999141693115,3.5899999141693115,3.4800000190734863,3.490000009536743,1.918787956237793,389387154.0,1214.199951171875,1218.0,1208.199951171875,1212.4000244140625,913.227294921875,43230500.0,1698.0,1701.0,1690.0,1697.0,1604.382568359375,6470400.0,617.0,621.0,614.0,616.0,431.5286560058594,56667300.0,64.1500015258789,65.55999755859375,64.0999984741211,65.47000122070312,48.21952438354492,166890000.0
2014-07-10,112.7430419921875,113.57271575927734,112.09774780273438,112.6508560180664,108.2239990234375,15295637.0,4.989999771118164,4.989999771118164,4.940000057220459,4.989999771118164,2.8780221939086914,138783113.0,76.4000015258789,76.4000015258789,75.80000305175781,76.25,44.75547790527344,7167393.0,,,,,,,9.760000228881836,9.859999656677246,9.710000038146973,9.800000190734863,6.387364864349365,72688049.0,3.5,3.5,3.440000057220459,3.4600000381469727,1.9022936820983887,297782324.0,1216.199951171875,1218.4000244140625,1200.199951171875,1200.5999755859375,904.3386840820312,38090500.0,1692.0,1701.0,1688.0,1688.0,1595.87353515625,5716200.0,615.0,616.0,601.0,605.0,423.8229064941406,80247400.0,65.44999694824219,65.68000030517578,64.36000061035156,64.37000274658203,47.40935516357422,188990000.0
2014-07-11,111.26807403564453,113.20397186279297,111.26807403564453,112.09774780273438,107.692626953125,14408697.0,4.980000019073486,5.0,4.929999828338623,4.980000019073486,2.8722550868988037,150711770.0,76.0,76.75,75.69999694824219,76.5999984741211,44.96091079711914,9892329.0,,,,,,,9.760000228881836,9.920000076293945,9.760000228881836,9.90999984741211,6.4590606689453125,72218078.0,3.450000047683716,3.4800000190734863,3.440000057220459,3.4700000286102295,1.9077919721603394,203003310.0,1194.0,1198.199951171875,1188.0,1196.199951171875,901.0247192382812,34957500.0,1678.0,1682.0,1665.0,1674.0,1582.637939453125,5696100.0,597.0,600.0,593.0,599.0,419.6195983886719,79811600.0,64.16999816894531,65.62000274658203,64.16000366210938,65.5,48.24162673950195,292940000.0
