Date,MC.PA_Close,ASML_Close,OR.PA_Close,RMS.PA_Close,SAP_Close,TTE_Close,SIE_Close,ITX_Close,AIR_Close,DTE_Close
2014-06-30,140.8000030517578,93.2699966430664,125.8499984741211,269.5,77.0,72.19999694824219,0.0599999986588954,33.349998474121094,27.559999465942383,66.2723388671875
2014-07-01,141.0,94.66999816894533,125.9000015258789,270.0,77.4000015258789,72.7699966430664,10300.0,33.349998474121094,27.8799991607666,65.69361877441406
2014-07-02,139.9499969482422,93.94000244140624,125.5999984741211,270.0,77.5,72.31999969482422,0.0549999997019767,33.349998474121094,27.13999938964844,64.40850830078125
2014-07-03,141.85000610351562,95.69000244140624,127.25,271.6000061035156,78.25,72.0999984741211,10300.0,33.349998474121094,27.59000015258789,63.92340469360352
2014-07-04,140.85000610351562,,127.0,270.1000061035156,,,,,,
2014-07-07,139.64999389648438,96.12000274658205,125.4000015258789,270.20001220703125,78.97000122070312,71.05999755859375,0.0549999997019767,33.349998474121094,27.1200008392334,64.17021179199219
2014-07-08,138.4499969482422,94.63999938964844,124.6500015258789,266.5,77.93000030517578,70.37000274658203,0.0549999997019767,33.349998474121094,26.34000015258789,64.65531921386719
2014-07-09,139.5,93.5,126.25,263.8500061035156,78.51000213623047,70.16000366210938,0.0549999997019767,33.349998474121094,26.350000381469727,64.1872329711914
2014-07-10,139.35000610351562,92.87999725341795,125.3000030517578,261.79998779296875,77.79000091552734,69.05000305175781,0.0549999997019767,33.349998474121094,26.170000076293945,64.98723602294922
2014-07-11,139.35000610351562,91.41999816894533,125.9000015258789,265.20001220703125,77.79000091552734,68.98999786376953,0.0549999997019767,33.349998474121094,25.809999465942383,64.60425567626953
2014-07-14,140.35000610351562,90.76000213623048,126.8499984741211,269.25,79.06999969482422,69.44999694824219,10740.0,33.349998474121094,26.079999923706055,64.17021179199219
2014-07-15,138.6999969482422,90.62999725341795,125.3499984741211,265.75,78.12000274658203,67.87999725341797,0.0549999997019767,33.349998474121094,25.63999938964844,64.73191833496094
2014-07-16,140.0,88.38999938964844,126.9000015258789,268.45001220703125,79.63999938964844,68.62000274658203,0.0549999997019767,33.349998474121094,28.020000457763672,64.8425521850586
2014-07-17,138.5500030517578,86.20999908447266,125.8499984741211,267.75,80.68000030517578,66.7699966430664,10700.0,33.349998474121094,27.43000030517578,64.544677734375
2014-07-18,138.39999389648438,85.83999633789062,127.0999984741211,264.8500061035156,81.33000183105469,68.12000274658203,0.0549999997019767,33.349998474121094,27.5,65.16595458984375
2014-07-21,138.4499969482422,87.45999908447266,127.0,266.0,81.2300033569336,67.55999755859375,10700.0,33.349998474121094,27.989999771118164,64.61276245117188
2014-07-22,139.25,87.18000030517578,128.25,266.04998779296875,81.73999786376953,69.13999938964844,0.0549999997019767,33.349998474121094,27.63999938964844,64.7574462890625
2014-07-23,139.8000030517578,87.0199966430664,128.64999389648438,267.1499938964844,82.30000305175781,69.19999694824219,0.0549999997019767,33.349998474121094,27.670000076293945,65.16595458984375
