Date,AAPL_Close,MSFT_Close,V_Close,UNH_Close,JPM_Close,GOOGL_Close,AMZN_Close,NVDA_Close,META_Close,TSLA_Close
2014-06-30,23.232500076293945,41.70000076293945,52.6775016784668,81.75,57.619998931884766,29.23349952697754,16.23900032043457,0.4634999930858612,67.29000091552734,16.003999710083008
2014-07-01,23.3799991607666,41.869998931884766,53.5625,81.88999938964844,57.56999969482422,29.574499130249023,16.61949920654297,0.46875,68.05999755859375,15.981332778930664
2014-07-02,23.3700008392334,41.900001525878906,53.709999084472656,82.48999786376953,56.970001220703125,29.538999557495117,16.642499923706055,0.4670000076293945,66.44999694824219,15.295332908630373
2014-07-03,23.50749969482422,41.79999923706055,54.127498626708984,83.3499984741211,57.04999923706055,29.65399932861328,16.874500274658203,0.4712499976158142,66.29000091552734,15.283332824707031
2014-07-07,23.99250030517578,41.9900016784668,54.185001373291016,82.22000122070312,56.66999816894531,29.538000106811523,16.677499771118164,0.4675000011920929,65.29000091552734,14.843999862670898
2014-07-08,23.837499618530273,41.779998779296875,53.814998626708984,81.93000030517578,55.7599983215332,28.920000076293945,16.190500259399414,0.4637500047683716,62.7599983215332,14.604666709899902
2014-07-09,23.84749984741211,41.66999816894531,54.040000915527344,82.73999786376953,56.02000045776367,29.167999267578125,16.49850082397461,0.4777500033378601,64.97000122070312,14.870667457580566
2014-07-10,23.760000228881836,41.689998626708984,53.8849983215332,82.08000183105469,55.560001373291016,29.00200080871582,16.395999908447266,0.4752500057220459,64.87000274658203,14.630666732788086
2014-07-11,23.80500030517578,42.09000015258789,54.25,82.87000274658203,55.79999923706055,29.332500457763672,17.309999465942383,0.4762499928474426,66.33999633789062,14.541999816894531
2014-07-14,24.112499237060547,42.13999938964844,55.25749969482422,84.2699966430664,56.290000915527344,29.71299934387207,17.766000747680664,0.4822500050067901,67.9000015258789,15.113332748413086
2014-07-15,23.829999923706055,42.45000076293945,55.44499969482422,83.9000015258789,58.27000045776367,29.652999877929688,17.722000122070312,0.484250009059906,67.16999816894531,14.638667106628418
2014-07-16,23.69499969482422,44.08000183105469,55.66749954223633,83.76000213623047,58.709999084472656,29.5310001373291,17.795000076293945,0.4837499856948852,67.66000366210938,14.477333068847656
2014-07-17,23.272499084472656,44.529998779296875,54.470001220703125,85.11000061035156,57.86000061035156,29.041000366210938,17.622499465942383,0.4824999868869781,66.41000366210938,14.359999656677246
2014-07-18,23.607500076293945,44.689998626708984,55.04999923706055,85.5199966430664,58.22999954223633,30.25550079345703,17.933000564575195,0.460999995470047,68.41999816894531,14.66800022125244
2014-07-21,23.48500061035156,44.84000015258789,54.80500030517578,85.05999755859375,58.2400016784668,29.92200088500977,17.988000869750977,0.4637500047683716,69.4000015258789,14.702667236328123
