Date,0700.HK_Close,1398.HK_Close,0941.HK_Close,9988.HK_Close,0857.HK_Close,3988.HK_Close,7203.T_Close,6758.T_Close,8306.T_Close,9432.T_Close
2014-06-30,108.96343231201172,4.900000095367432,75.19999694824219,,9.789999961853027,3.4700000286102295,1216.800048828125,1682.0,621.0,63.18000030517578
2014-07-01,,,,,,,1233.800048828125,1705.0,629.0,63.599998474121094
2014-07-02,113.20397186279295,4.96999979019165,76.4000015258789,,9.93000030517578,3.5299999713897705,1241.800048828125,1721.0,635.0,64.27999877929688
2014-07-03,114.95549774169922,4.989999771118164,76.0999984741211,,9.8100004196167,3.549999952316284,1233.5999755859375,1696.0,629.0,64.33999633789062
2014-07-04,115.3242416381836,5.010000228881836,76.0999984741211,,9.8100004196167,3.5999999046325684,1240.199951171875,1720.0,630.0,65.0
2014-07-07,115.60079956054688,4.989999771118164,76.1500015258789,,9.779999732971191,3.5899999141693115,1234.0,1730.0,625.0,64.16999816894531
2014-07-08,115.50861358642578,5.019999980926514,76.1500015258789,,9.800000190734863,3.5899999141693115,1226.199951171875,1718.0,625.0,65.12000274658203
2014-07-09,111.72900390625,4.949999809265137,75.80000305175781,,9.649999618530272,3.490000009536743,1212.4000244140625,1697.0,616.0,65.47000122070312
2014-07-10,112.6508560180664,4.989999771118164,76.25,,9.800000190734863,3.4600000381469727,1200.5999755859375,1688.0,605.0,64.37000274658203
2014-07-11,112.09774780273438,4.980000019073486,76.5999984741211,,9.90999984741211,3.4700000286102295,1196.199951171875,1674.0,599.0,65.5
2014-07-14,113.20397186279295,5.010000228881836,78.55000305175781,,9.989999771118164,3.5,1204.199951171875,1681.0,600.0,67.2300033569336
2014-07-15,114.1258316040039,5.0,81.19999694824219,,10.079999923706056,3.5199999809265137,1204.5999755859375,1675.0,606.0,67.91999816894531
2014-07-16,114.58675384521484,4.980000019073486,81.6500015258789,,10.18000030517578,3.5299999713897705,1208.800048828125,1680.0,605.0,67.1500015258789
2014-07-17,113.84927368164062,4.96999979019165,81.8499984741211,,10.15999984741211,3.5199999809265137,1209.800048828125,1688.0,604.0,67.4000015258789
2014-07-18,113.29615783691406,4.96999979019165,81.5999984741211,,10.18000030517578,3.5199999809265137,1201.199951171875,1680.0,598.0,67.33999633789062
2014-07-21,112.00555419921876,4.96999979019165,81.6500015258789,,10.15999984741211,3.490000009536743,,,,
2014-07-22,114.40238189697266,5.050000190734863,83.3499984741211,,10.479999542236328,3.5299999713897705,1205.4000244140625,1681.5,594.4000244140625,68.80999755859375
2014-07-23,114.58675384521484,5.130000114440918,84.0999984741211,,10.800000190734863,3.5899999141693115,1209.199951171875,1699.5,593.5,68.41000366210938
2014-07-24,114.77112579345705,5.190000057220459,85.1500015258789,,10.899999618530272,3.619999885559082,1214.0,1742.5,593.5999755859375,67.13999938964844
2014-07-25,115.1398696899414,5.199999809265137,84.05000305175781,,10.81999969482422,3.650000095367432,1221.4000244140625,1791.5,595.4000244140625,67.37999725341797
2014-07-28,118.8272933959961,5.28000020980835,84.8499984741211,,10.68000030517578,3.700000047683716,1226.5999755859375,1798.5,606.7999877929688,66.83999633789062
