Date,AAPL,MSFT,JPM,V,UNH,GS,HD,PG,DIS,NKE,KO,MRK,AXP,TRV,IBM,BA,WMT,MMM,MCD,INTC,CAT,CVX,HON,VZ,JNJ,AMGN,DOW,CRM,WBA
2019-07-08,50.005001068115234,136.9600067138672,112.87000274658203,176.19000244140625,247.83999633789062,205.75,212.91000366210938,114.05000305175781,141.02000427246094,88.4800033569336,52.0,80.19084167480469,124.8499984741211,153.8000030517578,134.3881378173828,351.1199951171875,37.573333740234375,141.4632110595703,212.16000366210938,47.81999969482422,134.83999633789062,123.5999984741211,175.6699981689453,57.88999938964844,140.97000122070312,182.24000549316406,48.52000045776367,152.80999755859375,55.43000030517578
2019-07-09,50.310001373291016,136.4600067138672,113.3499984741211,177.72999572753906,246.0,207.77000427246094,212.0,112.91000366210938,141.61000061035156,88.04000091552734,51.59000015258789,80.97328186035156,125.9000015258789,153.4499969482422,133.2026824951172,353.0899963378906,37.62666702270508,138.54515075683594,212.08999633789062,47.75,134.2899932861328,123.3499984741211,175.52000427246094,56.40999984741211,141.41000366210938,181.58999633789062,47.869998931884766,153.9499969482422,55.5
2019-07-10,50.807498931884766,137.85000610351562,113.0199966430664,179.30999755859375,247.47999572753906,205.97000122070312,210.75,113.75,143.5399932861328,87.44000244140625,51.81999969482422,80.93511199951172,126.88999938964844,153.3300018310547,134.29254150390625,352.29998779296875,37.65999984741211,138.54515075683594,213.0,48.209999084472656,132.63999938964844,125.44000244140625,174.4600067138672,57.0,141.2100067138672,182.27000427246094,47.54999923706055,156.27000427246094,55.56999969482422
2019-07-11,50.4375,138.39999389648438,114.0999984741211,180.74000549316406,261.1600036621094,211.35000610351562,214.0399932861328,114.37999725341797,143.55999755859375,88.29000091552734,52.040000915527344,77.29007720947266,127.27999877929688,152.42999267578125,135.0286865234375,359.0,37.973331451416016,141.33779907226562,212.69000244140625,48.599998474121094,133.9600067138672,125.43000030517578,174.5399932861328,56.91999816894531,140.11000061035156,178.0,47.779998779296875,158.89999389648438,55.619998931884766
2019-07-12,50.82500076293945,138.89999389648438,115.30000305175781,180.3300018310547,265.8999938964844,213.94000244140625,218.22999572753906,114.98999786376953,144.8800048828125,89.12000274658203,52.119998931884766,76.0782470703125,127.95999908447266,153.38999938964844,136.46270751953125,365.3299865722656,38.20000076293945,144.93310546875,212.99000549316406,49.91999816894531,138.36000061035156,125.9800033569336,177.13999938964844,57.189998626708984,134.3000030517578,174.92999267578125,49.709999084472656,158.0800018310547,55.7400016784668
2019-07-15,51.3025016784668,138.89999389648438,113.9000015258789,180.57000732421875,265.9599914550781,211.5800018310547,218.6999969482422,115.4800033569336,145.05999755859375,89.4800033569336,52.130001068115234,77.25190734863281,128.57000732421875,154.8300018310547,137.0172119140625,361.6099853515625,38.32666778564453,144.51504516601562,214.2100067138672,50.119998931884766,139.63999938964844,125.72000122070312,175.00999450683594,57.58000183105469,134.7100067138672,176.1199951171875,50.93000030517578,159.64999389648438,55.88999938964844
2019-07-16,51.125,137.0800018310547,115.12000274658203,179.30999755859375,264.6600036621094,215.52000427246094,217.25999450683594,115.88999938964844,144.3000030517578,88.5999984741211,52.13999938964844,77.8530502319336,128.05999755859375,154.58999633789062,137.2179718017578,362.75,38.253334045410156,147.56689453125,213.72000122070312,49.16999816894531,139.08999633789062,124.76000213623047,174.77999877929688,57.40999984741211,132.5,177.47000122070312,52.31999969482422,157.1300048828125,55.810001373291016
2019-07-17,50.837501525878906,136.27000427246094,113.98999786376953,179.14999389648438,266.6499938964844,213.3000030517578,215.61000061035156,115.94000244140625,142.57000732421875,87.5,52.18000030517578,78.16793823242188,127.08000183105469,152.3800048828125,136.7781982421875,369.5199890136719,38.20000076293945,146.04515075683594,213.7100067138672,49.38999938964844,135.72999572753906,124.13999938964844,168.6199951171875,57.220001220703125,131.86000061035156,177.05999755859375,51.599998474121094,158.24000549316406,54.52000045776367
2019-07-18,51.415000915527344,136.4199981689453,114.66999816894531,180.52999877929688,260.6000061035156,214.52000427246094,214.44000244140625,115.44000244140625,141.6300048828125,87.44000244140625,52.029998779296875,78.90267181396484,128.39999389648438,152.7100067138672,143.04971313476562,361.1099853515625,38.2400016784668,144.69898986816406,215.91000366210938,49.939998626708984,134.88999938964844,124.68000030517578,173.8800048828125,57.209999084472656,132.07000732421875,179.5399932861328,51.75,157.97999572753906,54.81999969482422
2019-07-19,50.647499084472656,136.6199951171875,113.54000091552734,179.24000549316406,256.6499938964844,213.52000427246094,213.0399932861328,115.01000213623047,139.85000610351562,86.55000305175781,51.38999938964844,77.66221618652344,124.81999969482422,150.22999572753906,143.09751892089844,377.3599853515625,37.96666717529297,144.32273864746094,213.8699951171875,50.27000045776367,136.22999572753906,125.04000091552734,172.99000549316406,56.59000015258789,130.30999755859375,178.38999938964844,51.52000045776367,156.75,54.439998626708984
2019-07-22,51.80500030517578,138.42999267578125,114.2699966430664,180.57000732421875,255.32000732421875,214.0,211.27000427246094,115.30000305175781,140.83999633789062,85.97000122070312,51.220001220703125,77.4904556274414,126.0,149.7100067138672,143.15487670898438,373.4200134277344,37.606666564941406,146.0200653076172,215.0,51.349998474121094,135.24000549316406,125.30999755859375,173.5800018310547,55.5,128.63999938964844,175.88999938964844,50.880001068115234,157.6999969482422,53.939998626708984
2019-07-23,52.209999084472656,139.2899932861328,116.36000061035156,180.89999389648438,255.00999450683594,219.42999267578125,213.0800018310547,113.8499984741211,141.25999450683594,86.69999694824219,54.33000183105469,78.27290344238281,128.1999969482422,147.5,143.7667236328125,373.07000732421875,37.36333465576172,148.4281005859375,214.30999755859375,51.75,138.10000610351562,125.81999969482422,174.86000061035156,55.47999954223633,128.83999633789062,176.00999450683594,52.619998931884766,156.25,54.650001525878906
2019-07-24,52.16749954223633,140.72000122070312,116.83000183105469,183.3300018310547,251.1300048828125,222.02999877929688,214.7100067138672,112.5999984741211,141.2899932861328,86.69999694824219,53.779998779296875,78.00572204589844,127.94999694824219,148.85000610351562,143.43212890625,361.42999267578125,37.33333206176758,150.0167236328125,212.77999877929688,52.91999816894531,131.91000366210938,126.54000091552734,173.9600067138672,55.970001220703125,129.77999877929688,175.77000427246094,52.790000915527344,159.75,55.20000076293945
2019-07-25,51.755001068115234,140.19000244140625,115.70999908447266,181.58999633789062,248.6999969482422,219.97999572753906,215.5500030517578,112.7699966430664,143.2100067138672,87.27999877929688,53.06999969482422,78.00572204589844,127.1500015258789,148.49000549316406,143.7762908935547,348.0899963378906,37.40666580200195,148.93812561035156,214.44000244140625,52.15999984741211,134.7100067138672,125.62999725341797,173.77000427246094,56.36000061035156,131.1199951171875,174.11000061035156,50.77000045776367,159.35000610351562,54.7599983215332
2019-07-26,51.935001373291016,141.33999633789062,116.22000122070312,183.69000244140625,252.94000244140625,222.13999938964844,216.91000366210938,114.7300033569336,144.64999389648438,87.54000091552734,54.16999816894531,77.70037841796875,126.77999877929688,149.92999267578125,144.70362854003906,345.0,37.67333221435547,145.46823120117188,215.5800018310547,51.59000015258789,132.9199981689453,123.72000122070312,173.61000061035156,57.08000183105469,130.72999572753906,175.33999633789062,49.11000061035156,159.97000122070312,55.04999923706055
2019-07-29,52.41999816894531,141.02999877929688,115.8499984741211,183.2100067138672,253.82000732421875,220.32000732421875,218.0399932861328,116.0,146.38999938964844,87.62000274658203,53.9900016784668,78.71183013916016,127.19000244140625,148.74000549316406,144.24473571777344,340.2099914550781,37.42333221435547,147.7926483154297,214.97999572753906,52.5099983215332,134.4600067138672,124.2300033569336,174.52999877929688,57.369998931884766,133.02000427246094,176.0800018310547,48.04999923706055,156.2100067138672,55.119998931884766
2019-07-30,52.19499969482422,140.35000610351562,115.58999633789062,181.52999877929688,254.92999267578125,221.39999389648438,217.36000061035156,120.41000366210938,144.92999267578125,87.19999694824219,53.720001220703125,79.45610809326172,126.47000122070312,147.6199951171875,143.18356323242188,347.4599914550781,37.35333251953125,148.5200653076172,212.33999633789062,51.70000076293945,132.9499969482422,124.33999633789062,173.91000366210938,56.630001068115234,132.0800018310547,176.4499969482422,48.400001525878906,156.9600067138672,55.400001525878906
2019-07-31,53.2599983215332,136.27000427246094,116.0,178.0,249.00999450683594,220.1300048828125,213.69000244140625,118.04000091552734,143.00999450683594,86.02999877929688,52.630001068115234,79.18893432617188,124.37000274658203,146.6199951171875,141.72084045410156,341.17999267578125,36.793331146240234,146.0869598388672,210.72000122070312,50.54999923706055,131.6699981689453,123.11000061035156,172.4600067138672,55.27000045776367,130.22000122070312,186.5800018310547,48.439998626708984,154.5,54.4900016784668
2019-08-01,52.10749816894531,138.05999755859375,112.94000244140625,179.1699981689453,249.25,211.60000610351562,212.8300018310547,116.7300033569336,141.85000610351562,83.12000274658203,52.029998779296875,79.85687255859375,124.08999633789062,145.77999877929688,143.70936584472656,334.2900085449219,36.459999084472656,144.9498291015625,211.25,49.5,126.79000091552734,120.73999786376953,169.5500030517578,55.2599983215332,130.2899932861328,186.0,46.849998474121094,150.80999755859375,54.06999969482422
2019-08-02,51.005001068115234,136.89999389648438,112.93000030517578,177.4199981689453,250.0500030517578,209.3699951171875,212.14999389648438,116.44000244140625,141.7100067138672,81.13999938964844,52.33000183105469,80.60114288330078,124.30999755859375,146.9199981689453,140.77438354492188,339.55999755859375,36.46666717529297,142.60032653808594,214.47999572753906,48.68000030517578,124.54000091552734,120.7300033569336,168.00999450683594,55.59000015258789,131.07000732421875,187.22000122070312,45.599998474121094,145.6999969482422,53.68000030517578
2019-08-05,48.334999084472656,132.2100067138672,109.56999969482422,168.86000061035156,245.05999755859375,201.67999267578125,204.94000244140625,113.08000183105469,138.3000030517578,78.97000122070312,51.650001525878906,79.31298065185547,120.72000122070312,143.92999267578125,134.56979370117188,331.05999755859375,35.27333450317383,137.71739196777344,210.4499969482422,46.970001220703125,121.6500015258789,118.73999786376953,162.00999450683594,55.220001220703125,130.16000366210938,181.5,44.77000045776367,142.82000732421875,51.869998931884766
2019-08-06,49.25,134.69000244140625,110.43000030517578,172.47999572753906,248.27999877929688,206.00999450683594,208.8000030517578,114.27999877929688,141.8699951171875,81.30000305175781,52.27000045776367,80.48664093017578,122.55000305175781,145.9600067138672,134.54110717773438,332.45001220703125,35.75666809082031,136.8812713623047,214.0800018310547,46.959999084472656,122.08000183105469,119.37999725341797,164.52000427246094,55.04999923706055,130.77000427246094,184.4600067138672,44.43000030517578,142.8000030517578,51.45000076293945
2019-08-07,49.7599983215332,135.27999877929688,108.02999877929688,175.32000732421875,246.4499969482422,205.74000549316406,207.91000366210938,115.5199966430664,134.86000061035156,81.27999877929688,53.18000030517578,80.39122009277344,123.54000091552734,147.36000061035156,132.9923553466797,331.3800048828125,36.06666564941406,136.82273864746094,216.8300018310547,46.72999954223633,120.77999877929688,119.0999984741211,163.38999938964844,55.09000015258789,130.2100067138672,183.5399932861328,44.88999938964844,141.63999938964844,52.47999954223633
2019-08-08,50.85749816894531,138.88999938964844,109.86000061035156,179.89999389648438,247.6199951171875,207.0,211.57000732421875,117.44000244140625,137.88999938964844,83.0,53.689998626708984,80.84923553466797,125.29000091552734,148.22000122070312,133.93881225585938,336.3500061035156,36.17333221435547,137.3076934814453,218.00999450683594,47.16999816894531,122.0199966430664,123.2300033569336,167.00999450683594,55.81999969482422,131.67999267578125,185.22999572753906,46.790000915527344,143.82000732421875,53.02000045776367
