Date,TTE_Close
2014-06-30,72.19999694824219
2014-07-01,72.7699966430664
2014-07-02,72.31999969482422
2014-07-03,72.0999984741211
2014-07-07,71.05999755859375
2014-07-08,70.37000274658203
2014-07-09,70.16000366210938
2014-07-10,69.05000305175781
2014-07-11,68.98999786376953
2014-07-14,69.44999694824219
2014-07-15,67.87999725341797
2014-07-16,68.62000274658203
2014-07-17,66.7699966430664
2014-07-18,68.12000274658203
2014-07-21,67.55999755859375
2014-07-22,69.13999938964844
2014-07-23,69.19999694824219
2014-07-24,69.75
2014-07-25,68.79000091552734
2014-07-28,69.33999633789062
2014-07-29,69.41000366210938
2014-07-30,66.62999725341797
2014-07-31,64.5
2014-08-01,64.69999694824219
2014-08-04,65.4800033569336
2014-08-05,64.43000030517578
2014-08-06,64.87999725341797
2014-08-07,64.5199966430664
2014-08-08,65.06999969482422
2014-08-11,65.13999938964844
2014-08-12,64.08999633789062
2014-08-13,64.41999816894531
2014-08-14,64.08000183105469
2014-08-15,63.83000183105469
2014-08-18,63.9900016784668
2014-08-19,64.43000030517578
2014-08-20,64.11000061035156
2014-08-21,64.88999938964844
2014-08-22,63.58000183105469
2014-08-25,65.04000091552734
2014-08-26,65.88999938964844
2014-08-27,65.7300033569336
2014-08-28,65.26000213623047
2014-08-29,65.95999908447266
2014-09-02,65.56999969482422
2014-09-03,66.4000015258789
2014-09-04,66.79000091552734
2014-09-05,66.91000366210938
2014-09-08,65.4000015258789
2014-09-09,65.26000213623047
2014-09-10,65.19999694824219
2014-09-11,65.0999984741211
2014-09-12,64.44999694824219
2014-09-15,64.30000305175781
2014-09-16,65.41999816894531
2014-09-17,64.70999908447266
2014-09-18,64.08999633789062
2014-09-19,63.56999969482422
2014-09-22,63.560001373291016
2014-09-23,62.56999969482422
2014-09-24,64.27999877929688
2014-09-25,63.15999984741211
2014-09-26,64.70999908447266
2014-09-29,63.91999816894531
2014-09-30,64.44999694824219
2014-10-01,63.66999816894531
2014-10-02,62.119998931884766
2014-10-03,61.0
2014-10-06,61.0
2014-10-07,59.58000183105469
2014-10-08,60.369998931884766
2014-10-09,58.0
2014-10-10,56.45000076293945
2014-10-13,56.86000061035156
2014-10-14,56.04999923706055
2014-10-15,55.279998779296875
2014-10-16,54.849998474121094
2014-10-17,55.91999816894531
2014-10-20,55.40999984741211
2014-10-21,56.9900016784668
2014-10-22,55.91999816894531
2014-10-23,57.70000076293945
2014-10-24,57.209999084472656
2014-10-27,56.61000061035156
2014-10-28,58.09000015258789
2014-10-29,58.63999938964844
2014-10-30,59.47999954223633
2014-10-31,59.88999938964844
2014-11-03,58.119998931884766
2014-11-04,56.91999816894531
2014-11-05,57.70000076293945
2014-11-06,58.029998779296875
2014-11-07,58.130001068115234
2014-11-10,58.20000076293945
2014-11-11,58.27000045776367
2014-11-12,57.16999816894531
2014-11-13,56.97999954223633
2014-11-14,57.279998779296875
2014-11-17,57.2599983215332
2014-11-18,58.400001525878906
2014-11-19,58.47999954223633
2014-11-20,58.77000045776367
2014-11-21,59.97999954223633
2014-11-24,60.43000030517578
2014-11-25,59.7400016784668
2014-11-26,59.7400016784668
2014-11-28,55.630001068115234
2014-12-01,56.16999816894531
2014-12-02,56.93000030517578
2014-12-03,56.540000915527344
2014-12-04,55.880001068115234
2014-12-05,55.47999954223633
2014-12-08,54.119998931884766
2014-12-09,53.689998626708984
2014-12-10,51.75
2014-12-11,51.220001220703125
2014-12-12,50.119998931884766
2014-12-15,48.7400016784668
2014-12-16,49.41999816894531
2014-12-17,51.849998474121094
2014-12-18,53.02000045776367
2014-12-19,53.33000183105469
2014-12-22,52.5
2014-12-23,53.34000015258789
2014-12-24,53.04999923706055
2014-12-26,53.150001525878906
2014-12-29,52.7400016784668
2014-12-30,51.52000045776367
2014-12-31,51.20000076293945
2015-01-02,51.15999984741211
2015-01-05,48.060001373291016
2015-01-06,47.65999984741211
2015-01-07,48.33000183105469
2015-01-08,49.630001068115234
2015-01-09,48.63999938964844
2015-01-12,48.45000076293945
2015-01-13,48.52000045776367
2015-01-14,48.68000030517578
2015-01-15,48.95000076293945
2015-01-16,50.90999984741211
2015-01-20,50.27000045776367
2015-01-21,51.63999938964844
2015-01-22,51.95000076293945
2015-01-23,51.209999084472656
2015-01-26,52.720001220703125
2015-01-27,53.099998474121094
2015-01-28,50.56999969482422
2015-01-29,51.66999816894531
2015-01-30,51.5099983215332
2015-02-02,53.7599983215332
2015-02-03,55.459999084472656
2015-02-04,54.06999969482422
2015-02-05,54.810001373291016
2015-02-06,53.66999816894531
2015-02-09,53.95000076293945
