Date,SAP_Close
2014-06-30,77.0
2014-07-01,77.4000015258789
2014-07-02,77.5
2014-07-03,78.25
2014-07-07,78.97000122070312
2014-07-08,77.93000030517578
2014-07-09,78.51000213623047
2014-07-10,77.79000091552734
2014-07-11,77.79000091552734
2014-07-14,79.06999969482422
2014-07-15,78.12000274658203
2014-07-16,79.63999938964844
2014-07-17,80.68000030517578
2014-07-18,81.33000183105469
2014-07-21,81.2300033569336
2014-07-22,81.73999786376953
2014-07-23,82.30000305175781
2014-07-24,81.80000305175781
2014-07-25,80.68000030517578
2014-07-28,80.4800033569336
2014-07-29,80.30999755859375
2014-07-30,80.30999755859375
2014-07-31,78.48999786376953
2014-08-01,77.41000366210938
2014-08-04,77.12999725341797
2014-08-05,77.30000305175781
2014-08-06,77.05000305175781
2014-08-07,76.58000183105469
2014-08-08,76.87999725341797
2014-08-11,77.63999938964844
2014-08-12,77.08999633789062
2014-08-13,77.05999755859375
2014-08-14,77.08000183105469
2014-08-15,76.31999969482422
2014-08-18,77.27999877929688
2014-08-19,77.94999694824219
2014-08-20,77.4000015258789
2014-08-21,77.95999908447266
2014-08-22,77.2300033569336
2014-08-25,78.47000122070312
2014-08-26,78.80999755859375
2014-08-27,79.19000244140625
2014-08-28,77.87999725341797
2014-08-29,77.93000030517578
2014-09-02,78.54000091552734
2014-09-03,77.7300033569336
2014-09-04,77.4000015258789
2014-09-05,77.94000244140625
2014-09-08,78.25
2014-09-09,77.61000061035156
2014-09-10,77.76000213623047
2014-09-11,77.63999938964844
2014-09-12,77.43000030517578
2014-09-15,77.62999725341797
2014-09-16,77.3499984741211
2014-09-17,76.5199966430664
2014-09-18,77.3499984741211
2014-09-19,73.97000122070312
2014-09-22,74.51000213623047
2014-09-23,73.66000366210938
2014-09-24,73.88999938964844
2014-09-25,72.36000061035156
2014-09-26,73.1500015258789
2014-09-29,72.44999694824219
2014-09-30,72.16000366210938
2014-10-01,71.26000213623047
2014-10-02,71.41000366210938
2014-10-03,71.08000183105469
2014-10-06,71.30999755859375
2014-10-07,70.41000366210938
2014-10-08,69.20999908447266
2014-10-09,68.91999816894531
2014-10-10,68.77999877929688
2014-10-13,68.25
2014-10-14,68.61000061035156
2014-10-15,68.04000091552734
2014-10-16,66.44999694824219
2014-10-17,68.98999786376953
2014-10-20,65.68000030517578
2014-10-21,66.06999969482422
2014-10-22,64.13999938964844
2014-10-23,66.16000366210938
2014-10-24,65.68000030517578
2014-10-27,65.41000366210938
2014-10-28,66.9800033569336
2014-10-29,66.16999816894531
2014-10-30,66.31999969482422
2014-10-31,68.12999725341797
2014-11-03,67.16999816894531
2014-11-04,66.91999816894531
2014-11-05,67.22000122070312
2014-11-06,67.48999786376953
2014-11-07,66.8499984741211
2014-11-10,67.27999877929688
2014-11-11,67.31999969482422
2014-11-12,66.44999694824219
2014-11-13,66.62999725341797
2014-11-14,66.87999725341797
2014-11-17,67.5199966430664
2014-11-18,68.5999984741211
2014-11-19,68.72000122070312
2014-11-20,68.62000274658203
2014-11-21,69.36000061035156
2014-11-24,70.36000061035156
2014-11-25,70.80000305175781
2014-11-26,71.12000274658203
2014-11-28,70.31999969482422
2014-12-01,70.8499984741211
2014-12-02,70.3499984741211
2014-12-03,69.69999694824219
2014-12-04,69.16999816894531
2014-12-05,69.75
2014-12-08,69.80000305175781
2014-12-09,69.88999938964844
2014-12-10,68.73999786376953
2014-12-11,70.22000122070312
2014-12-12,68.5
2014-12-15,67.19999694824219
2014-12-16,67.54000091552734
2014-12-17,68.4000015258789
2014-12-18,70.4000015258789
2014-12-19,70.44000244140625
2014-12-22,70.69000244140625
2014-12-23,70.9000015258789
2014-12-24,71.47000122070312
2014-12-26,71.69999694824219
2014-12-29,71.31999969482422
2014-12-30,70.4000015258789
2014-12-31,69.6500015258789
2015-01-02,70.04000091552734
2015-01-05,67.19999694824219
2015-01-06,65.68000030517578
2015-01-07,65.08999633789062
2015-01-08,66.12999725341797
2015-01-09,65.02999877929688
2015-01-12,67.69999694824219
2015-01-13,66.88999938964844
2015-01-14,66.97000122070312
2015-01-15,66.87999725341797
2015-01-16,67.11000061035156
2015-01-20,63.560001373291016
2015-01-21,64.08000183105469
2015-01-22,64.3499984741211
2015-01-23,64.5199966430664
2015-01-26,66.0999984741211
2015-01-27,65.5
2015-01-28,64.19000244140625
2015-01-29,65.81999969482422
2015-01-30,65.36000061035156
2015-02-02,66.94999694824219
2015-02-03,68.37999725341797
2015-02-04,67.38999938964844
2015-02-05,68.70999908447266
2015-02-06,66.66999816894531
2015-02-09,66.30999755859375
2015-02-10,67.33000183105469
2015-02-11,66.83999633789062
2015-02-12,69.08999633789062
2015-02-13,69.08999633789062
2015-02-17,69.08000183105469
2015-02-18,68.95999908447266
2015-02-19,68.87999725341797
2015-02-20,69.62999725341797
2015-02-23,69.68000030517578
2015-02-24,69.87000274658203
2015-02-25,70.18000030517578
2015-02-26,69.8499984741211
2015-02-27,70.19000244140625
2015-03-02,71.11000061035156
2015-03-03,70.41000366210938
2015-03-04,69.87999725341797
2015-03-05,69.9800033569336
2015-03-06,68.4800033569336
2015-03-09,68.4800033569336
2015-03-10,66.91000366210938
2015-03-11,67.19000244140625
2015-03-12,68.08999633789062
2015-03-13,68.08000183105469
2015-03-16,69.4800033569336
2015-03-17,69.01000213623047
2015-03-18,70.97000122070312
2015-03-19,70.30999755859375
2015-03-20,72.76000213623047
2015-03-23,73.19999694824219
2015-03-24,73.52999877929688
2015-03-25,72.11000061035156
2015-03-26,71.75
2015-03-27,72.54000091552734
2015-03-30,72.72000122070312
2015-03-31,72.16999816894531
2015-04-01,72.41000366210938
2015-04-02,72.76000213623047
2015-04-06,73.33000183105469
2015-04-07,72.94999694824219
2015-04-08,72.93000030517578
2015-04-09,72.9800033569336
2015-04-10,73.18000030517578
2015-04-13,72.80000305175781
2015-04-14,73.36000061035156
2015-04-15,73.36000061035156
2015-04-16,72.9000015258789
2015-04-17,71.7300033569336
2015-04-20,72.31999969482422
2015-04-21,74.13999938964844
2015-04-22,74.43000030517578
2015-04-23,74.81999969482422
2015-04-24,75.18000030517578
2015-04-27,76.38999938964844
2015-04-28,76.54000091552734
2015-04-29,76.22000122070312
2015-04-30,75.69000244140625
2015-05-01,76.4000015258789
2015-05-04,76.20999908447266
2015-05-05,74.47000122070312
2015-05-06,74.72000122070312
2015-05-07,75.30999755859375
2015-05-08,76.01000213623047
2015-05-11,75.48999786376953
2015-05-12,75.2699966430664
2015-05-13,75.72000122070312
2015-05-14,77.2699966430664
2015-05-15,76.83000183105469
2015-05-18,75.62999725341797
2015-05-19,75.5999984741211
2015-05-20,75.69999694824219
