Date,ASML_Close
2014-06-30,93.2699966430664
2014-07-01,94.66999816894533
2014-07-02,93.94000244140624
2014-07-03,95.69000244140624
2014-07-07,96.12000274658205
2014-07-08,94.63999938964844
2014-07-09,93.5
2014-07-10,92.87999725341795
2014-07-11,91.41999816894533
2014-07-14,90.76000213623048
2014-07-15,90.62999725341795
2014-07-16,88.38999938964844
2014-07-17,86.20999908447266
2014-07-18,85.83999633789062
2014-07-21,87.45999908447266
2014-07-22,87.18000030517578
2014-07-23,87.0199966430664
2014-07-24,86.70999908447266
2014-07-25,84.97000122070312
2014-07-28,84.4800033569336
2014-07-29,83.27999877929688
2014-07-30,95.13999938964844
2014-07-31,94.16000366210938
2014-08-01,92.3000030517578
2014-08-04,91.06999969482422
2014-08-05,90.83000183105467
2014-08-06,92.12000274658205
2014-08-07,91.70999908447266
2014-08-08,91.41000366210938
2014-08-11,92.5999984741211
2014-08-12,91.37000274658205
2014-08-13,91.29000091552734
2014-08-14,91.08999633789062
2014-08-15,91.8000030517578
2014-08-18,92.86000061035156
2014-08-19,93.0999984741211
2014-08-20,92.45999908447266
2014-08-21,94.0999984741211
2014-08-22,93.48999786376952
2014-08-25,94.91999816894533
2014-08-26,95.52999877929688
2014-08-27,95.6999969482422
2014-08-28,95.94000244140624
2014-08-29,96.12000274658205
2014-09-02,100.27999877929688
2014-09-03,98.02999877929688
2014-09-04,98.02999877929688
2014-09-05,97.70999908447266
2014-09-08,97.37000274658205
2014-09-09,97.20999908447266
2014-09-10,97.5
2014-09-11,98.5199966430664
2014-09-12,98.91999816894533
2014-09-15,99.8499984741211
2014-09-16,101.2300033569336
2014-09-17,100.44000244140624
2014-09-18,102.12999725341795
2014-09-19,100.83000183105467
2014-09-22,99.0500030517578
2014-09-23,98.5999984741211
2014-09-24,100.1999969482422
2014-09-25,99.18000030517578
2014-09-26,100.05999755859376
2014-09-29,99.6999969482422
2014-09-30,98.81999969482422
2014-10-01,96.8499984741211
2014-10-02,96.93000030517578
2014-10-03,97.4499969482422
2014-10-06,97.94000244140624
2014-10-07,94.86000061035156
2014-10-08,96.33000183105467
2014-10-09,94.33000183105467
2014-10-10,90.05999755859375
2014-10-13,90.41000366210938
2014-10-14,92.70999908447266
2014-10-15,91.81999969482422
2014-10-16,90.73999786376952
2014-10-17,92.51000213623048
2014-10-20,92.51000213623048
2014-10-21,93.55999755859376
2014-10-22,92.16000366210938
2014-10-23,93.97000122070312
2014-10-24,95.05999755859376
2014-10-27,95.79000091552734
2014-10-28,98.01000213623048
2014-10-29,96.5199966430664
2014-10-30,97.4800033569336
2014-10-31,99.68000030517578
2014-11-03,99.5500030517578
2014-11-04,98.95999908447266
2014-11-05,100.08999633789062
2014-11-06,101.81999969482422
2014-11-07,99.7699966430664
2014-11-10,101.95999908447266
2014-11-11,102.3000030517578
2014-11-12,101.83000183105467
2014-11-13,101.91999816894533
2014-11-14,102.0999984741211
2014-11-17,102.4499969482422
2014-11-18,103.86000061035156
2014-11-19,105.54000091552734
2014-11-20,105.91000366210938
2014-11-21,105.68000030517578
2014-11-24,103.54000091552734
2014-11-25,103.19000244140624
2014-11-26,103.79000091552734
2014-11-28,105.68000030517578
2014-12-01,105.38999938964844
2014-12-02,105.76000213623048
2014-12-03,107.7699966430664
2014-12-04,107.3499984741211
2014-12-05,109.2699966430664
2014-12-08,107.91999816894533
2014-12-09,107.91999816894533
2014-12-10,107.01000213623048
2014-12-11,107.0199966430664
2014-12-12,106.0199966430664
2014-12-15,103.3499984741211
2014-12-16,104.80999755859376
2014-12-17,105.69000244140624
2014-12-18,108.11000061035156
2014-12-19,106.83999633789062
2014-12-22,109.5199966430664
2014-12-23,109.12999725341795
2014-12-24,109.63999938964844
2014-12-26,109.3000030517578
2014-12-29,109.37999725341795
2014-12-30,108.1999969482422
2014-12-31,107.83000183105467
2015-01-02,107.4000015258789
2015-01-05,103.79000091552734
2015-01-06,100.72000122070312
2015-01-07,101.29000091552734
2015-01-08,103.41000366210938
2015-01-09,102.08999633789062
2015-01-12,103.4499969482422
2015-01-13,103.4499969482422
2015-01-14,103.11000061035156
2015-01-15,101.95999908447266
2015-01-16,103.04000091552734
2015-01-20,103.80999755859376
2015-01-21,106.58999633789062
2015-01-22,107.5999984741211
2015-01-23,105.30999755859376
2015-01-26,107.31999969482422
2015-01-27,106.33000183105467
2015-01-28,104.63999938964844
2015-01-29,106.13999938964844
2015-01-30,103.94000244140624
2015-02-02,103.0500030517578
2015-02-03,103.88999938964844
2015-02-04,101.83999633789062
2015-02-05,103.0999984741211
2015-02-06,100.79000091552734
2015-02-09,98.6500015258789
2015-02-10,102.0999984741211
2015-02-11,103.41999816894533
2015-02-12,104.04000091552734
2015-02-13,104.4800033569336
2015-02-17,102.97000122070312
2015-02-18,103.70999908447266
2015-02-19,104.5999984741211
2015-02-20,104.8499984741211
2015-02-23,105.12000274658205
2015-02-24,110.75
2015-02-25,108.97000122070312
2015-02-26,107.91000366210938
2015-02-27,107.68000030517578
2015-03-02,109.93000030517578
2015-03-03,108.48999786376952
2015-03-04,108.51000213623048
2015-03-05,109.3499984741211
2015-03-06,107.31999969482422
2015-03-09,107.93000030517578
2015-03-10,106.1500015258789
2015-03-11,106.68000030517578
2015-03-12,104.8000030517578
2015-03-13,105.4800033569336
2015-03-16,107.80999755859376
2015-03-17,106.7699966430664
2015-03-18,106.81999969482422
2015-03-19,107.13999938964844
2015-03-20,110.16000366210938
2015-03-23,110.72000122070312
2015-03-24,110.38999938964844
2015-03-25,104.62999725341795
2015-03-26,99.08000183105467
2015-03-27,101.86000061035156
2015-03-30,103.12000274658205
2015-03-31,101.02999877929688
2015-04-01,100.33999633789062
2015-04-02,100.73999786376952
2015-04-06,100.2300033569336
2015-04-07,100.16999816894533
