Date,ITX_Close
2014-06-30,33.349998474121094
2014-07-01,33.349998474121094
2014-07-02,33.349998474121094
2014-07-03,33.349998474121094
2014-07-07,33.349998474121094
2014-07-08,33.349998474121094
2014-07-09,33.349998474121094
2014-07-10,33.349998474121094
2014-07-11,33.349998474121094
2014-07-14,33.349998474121094
2014-07-15,33.349998474121094
2014-07-16,33.349998474121094
2014-07-17,33.349998474121094
2014-07-18,33.349998474121094
2014-07-21,33.349998474121094
2014-07-22,33.349998474121094
2014-07-23,33.349998474121094
2014-07-24,33.349998474121094
2014-07-25,33.349998474121094
2014-07-28,33.349998474121094
2014-07-29,33.349998474121094
2014-07-30,33.349998474121094
2014-07-31,33.349998474121094
2014-08-01,33.349998474121094
2014-08-04,33.349998474121094
2014-08-05,33.349998474121094
2014-08-06,33.349998474121094
2014-08-07,33.349998474121094
2014-08-08,33.349998474121094
2014-08-11,33.349998474121094
2014-08-12,33.349998474121094
2014-08-13,33.349998474121094
2014-08-14,33.349998474121094
2014-08-15,33.349998474121094
2014-08-18,33.349998474121094
2014-08-19,33.349998474121094
2014-08-20,33.349998474121094
2014-08-21,33.349998474121094
2014-08-22,33.349998474121094
2014-08-25,33.349998474121094
2014-08-26,33.349998474121094
2014-08-27,33.349998474121094
2014-08-28,33.349998474121094
2014-08-29,33.349998474121094
2014-09-02,33.349998474121094
2014-09-03,33.349998474121094
2014-09-04,33.349998474121094
2014-09-05,33.349998474121094
2014-09-08,33.349998474121094
2014-09-09,33.349998474121094
2014-09-10,33.349998474121094
2014-09-11,33.349998474121094
2014-09-12,33.349998474121094
2014-09-15,33.349998474121094
2014-09-16,33.349998474121094
2014-09-17,33.349998474121094
2014-09-18,33.349998474121094
2014-09-19,33.349998474121094
2014-09-22,33.349998474121094
2014-09-23,33.349998474121094
2014-09-24,33.349998474121094
2014-09-25,33.349998474121094
2014-09-26,33.349998474121094
2014-09-29,33.349998474121094
2014-09-30,33.349998474121094
2014-10-01,33.349998474121094
2014-10-02,33.349998474121094
2014-10-03,33.349998474121094
2014-10-06,33.349998474121094
2014-10-07,33.349998474121094
2014-10-08,33.349998474121094
2014-10-09,33.349998474121094
2014-10-10,33.349998474121094
2014-10-13,33.349998474121094
2014-10-14,33.349998474121094
2014-10-15,33.349998474121094
2014-10-16,33.349998474121094
2014-10-17,33.349998474121094
2014-10-20,33.349998474121094
2014-10-21,33.349998474121094
2014-10-22,33.349998474121094
2014-10-23,33.349998474121094
2014-10-24,33.349998474121094
2014-10-27,33.349998474121094
2014-10-28,33.349998474121094
2014-10-29,33.349998474121094
2014-10-30,33.349998474121094
2014-10-31,33.349998474121094
2014-11-03,33.349998474121094
2014-11-04,33.349998474121094
2014-11-05,33.349998474121094
2014-11-06,33.349998474121094
2014-11-07,33.349998474121094
2014-11-10,33.349998474121094
2014-11-11,33.349998474121094
2014-11-12,33.349998474121094
2014-11-13,33.349998474121094
2014-11-14,33.349998474121094
2014-11-17,33.349998474121094
2014-11-18,33.349998474121094
2014-11-19,33.349998474121094
2014-11-20,33.349998474121094
2014-11-21,33.349998474121094
2014-11-24,33.349998474121094
2014-11-25,33.349998474121094
2014-11-26,33.349998474121094
2014-11-28,33.349998474121094
2014-12-01,33.349998474121094
2014-12-02,33.349998474121094
2014-12-03,33.349998474121094
2014-12-04,33.349998474121094
2014-12-05,33.349998474121094
2014-12-08,33.349998474121094
2014-12-09,33.349998474121094
2014-12-10,33.349998474121094
2014-12-11,33.349998474121094
2014-12-12,33.349998474121094
2014-12-15,33.349998474121094
2014-12-16,33.349998474121094
2014-12-17,33.349998474121094
2014-12-18,33.349998474121094
2014-12-19,33.349998474121094
2014-12-22,33.349998474121094
2014-12-23,33.349998474121094
2014-12-24,33.349998474121094
2014-12-26,33.349998474121094
2014-12-29,33.349998474121094
2014-12-30,33.349998474121094
2014-12-31,33.349998474121094
2015-01-02,33.349998474121094
2015-01-05,33.349998474121094
2015-01-06,33.349998474121094
2015-01-07,33.349998474121094
2015-01-08,33.349998474121094
2015-01-09,33.349998474121094
