Date,DTE_Close
2014-06-30,66.2723388671875
2014-07-01,65.69361877441406
2014-07-02,64.40850830078125
2014-07-03,63.92340469360352
2014-07-07,64.17021179199219
2014-07-08,64.65531921386719
2014-07-09,64.1872329711914
2014-07-10,64.98723602294922
2014-07-11,64.60425567626953
2014-07-14,64.17021179199219
2014-07-15,64.73191833496094
2014-07-16,64.8425521850586
2014-07-17,64.544677734375
2014-07-18,65.16595458984375
2014-07-21,64.61276245117188
2014-07-22,64.7574462890625
2014-07-23,65.16595458984375
2014-07-24,65.75318908691406
2014-07-25,64.68085479736328
2014-07-28,65.55744934082031
2014-07-29,65.23403930664062
2014-07-30,64.17021179199219
2014-07-31,62.825531005859375
2014-08-01,63.08936309814453
2014-08-04,62.58723449707031
2014-08-05,61.37021255493164
2014-08-06,61.3361701965332
2014-08-07,62.187232971191406
2014-08-08,63.59148788452149
2014-08-11,63.514892578125
2014-08-12,63.310638427734375
2014-08-13,63.940425872802734
2014-08-14,64.61276245117188
2014-08-15,64.98723602294922
2014-08-18,64.93617248535156
2014-08-19,65.73616790771484
2014-08-20,65.83829498291016
2014-08-21,65.8127670288086
2014-08-22,65.43830108642578
2014-08-25,65.9148941040039
2014-08-26,64.9446792602539
2014-08-27,65.47234344482422
2014-08-28,66.30638122558594
2014-08-29,66.59574127197266
2014-09-02,65.88935852050781
2014-09-03,66.16170501708984
2014-09-04,66.17021179199219
2014-09-05,67.08936309814453
2014-09-08,66.76596069335938
2014-09-09,66.2723388671875
2014-09-10,65.80425262451172
2014-09-11,65.73616790771484
2014-09-12,64.31489562988281
2014-09-15,64.71489715576172
2014-09-16,65.44680786132812
2014-09-17,65.18297576904297
2014-09-18,64.46808624267578
2014-09-19,64.93617248535156
2014-09-22,64.51063537597656
2014-09-23,64.56169891357422
2014-09-24,64.47659301757812
2014-09-25,64.15319061279297
2014-09-26,64.23829650878906
2014-09-29,64.64681243896484
2014-09-30,64.74893951416016
2014-10-01,64.91915130615234
2014-10-02,64.91063690185547
2014-10-03,65.42127990722656
2014-10-06,65.40425872802734
2014-10-07,65.54893493652344
2014-10-08,67.31914520263672
2014-10-09,66.2723388671875
2014-10-10,67.00425720214844
2014-10-13,67.14893341064453
2014-10-14,67.66808319091797
2014-10-15,66.2978744506836
2014-10-16,65.4297866821289
2014-10-17,65.514892578125
2014-10-20,66.92765808105469
2014-10-21,67.8723373413086
2014-10-22,67.96595764160156
2014-10-23,68.0851058959961
2014-10-24,68.25531768798828
2014-10-27,68.60425567626953
2014-10-28,69.10638427734375
2014-10-29,68.1276626586914
2014-10-30,69.77872467041016
2014-10-31,69.92340087890625
2014-11-03,70.46808624267578
2014-11-04,70.11914825439453
2014-11-05,71.62553405761719
2014-11-06,70.3574447631836
2014-11-07,70.90213012695312
2014-11-10,71.36170196533203
2014-11-11,70.4595718383789
2014-11-12,68.85106658935547
2014-11-13,67.89787292480469
2014-11-14,67.9744644165039
2014-11-17,69.02127838134766
2014-11-18,69.3702163696289
2014-11-19,69.1148910522461
2014-11-20,68.6297836303711
2014-11-21,68.63829803466797
2014-11-24,68.53617095947266
2014-11-25,68.41702270507812
2014-11-26,68.65531921386719
2014-11-28,69.3276596069336
