Date,OR.PA_Close
2015-12-24,156.6999969482422
2015-12-28,154.8000030517578
2015-12-29,158.14999389648438
2015-12-30,157.35000610351562
2016-01-04,150.89999389648438
2016-01-05,151.5
2016-01-06,151.3000030517578
2016-01-07,150.85000610351562
2016-01-08,149.60000610351562
2016-01-11,148.5
2016-01-12,150.1999969482422
2016-01-13,151.0
2016-01-14,147.85000610351562
2016-01-15,145.8000030517578
2016-01-18,146.3000030517578
2016-01-19,149.1999969482422
2016-01-20,144.3000030517578
2016-01-21,146.14999389648438
2016-01-22,150.5
2016-01-25,152.10000610351562
2016-01-26,152.5500030517578
2016-01-27,154.25
2016-01-28,152.8000030517578
2016-01-29,157.5500030517578
2016-02-01,157.4499969482422
2016-02-02,156.39999389648438
2016-02-03,154.10000610351562
2016-02-04,154.0
2016-02-05,153.1999969482422
2016-02-08,150.0500030517578
2016-02-09,147.9499969482422
2016-02-10,151.0
2016-02-11,146.6999969482422
2016-02-12,150.14999389648438
2016-02-15,153.64999389648438
2016-02-16,154.35000610351562
2016-02-17,155.0500030517578
2016-02-18,153.5500030517578
2016-02-19,154.64999389648438
2016-02-22,157.10000610351562
2016-02-23,156.60000610351562
2016-02-24,154.25
2016-02-25,156.85000610351562
2016-02-26,156.64999389648438
2016-02-29,156.0
2016-03-01,158.9499969482422
2016-03-02,155.75
2016-03-03,153.1999969482422
2016-03-04,155.6999969482422
2016-03-07,153.89999389648438
2016-03-08,154.8000030517578
2016-03-09,157.0500030517578
2016-03-10,153.5
2016-03-11,156.25
2016-03-14,157.89999389648438
2016-03-15,157.64999389648438
2016-03-16,155.5
2016-03-17,155.4499969482422
2016-03-18,159.0500030517578
2016-03-21,156.39999389648438
2016-03-22,154.5500030517578
2016-03-23,158.0
2016-03-24,156.6999969482422
2016-03-29,157.60000610351562
2016-03-30,160.6999969482422
2016-03-31,157.4499969482422
2016-04-01,154.6999969482422
2016-04-04,155.60000610351562
2016-04-05,154.1999969482422
2016-04-06,156.14999389648438
2016-04-07,155.14999389648438
2016-04-08,154.6999969482422
2016-04-11,153.9499969482422
2016-04-12,154.5
2016-04-13,157.64999389648438
2016-04-14,159.60000610351562
2016-04-15,158.64999389648438
2016-04-18,160.4499969482422
2016-04-19,168.5
2016-04-20,168.10000610351562
2016-04-21,165.14999389648438
2016-04-22,163.4499969482422
2016-04-25,163.5
2016-04-26,162.85000610351562
2016-04-27,164.8000030517578
2016-04-28,165.85000610351562
2016-04-29,158.4499969482422
2016-05-02,158.60000610351562
2016-05-03,157.8000030517578
2016-05-04,157.3000030517578
2016-05-05,158.64999389648438
2016-05-06,157.75
2016-05-09,160.35000610351562
2016-05-10,160.8000030517578
2016-05-11,159.1999969482422
2016-05-12,158.3000030517578
2016-05-13,159.5500030517578
2016-05-16,159.0500030517578
2016-05-17,157.9499969482422
2016-05-18,159.85000610351562
2016-05-19,158.1999969482422
2016-05-20,160.64999389648438
2016-05-23,160.10000610351562
2016-05-24,164.1999969482422
2016-05-25,164.8000030517578
2016-05-26,165.75
2016-05-27,166.89999389648438
2016-05-30,167.4499969482422
2016-05-31,168.89999389648438
2016-06-01,168.25
2016-06-02,167.75
2016-06-03,168.10000610351562
2016-06-06,168.10000610351562
2016-06-07,168.8000030517578
2016-06-08,168.60000610351562
2016-06-09,166.85000610351562
2016-06-10,163.39999389648438
2016-06-13,161.39999389648438
2016-06-14,158.6999969482422
2016-06-15,160.6999969482422
2016-06-16,161.14999389648438
2016-06-17,161.35000610351562
2016-06-20,165.25
2016-06-21,167.39999389648438
2016-06-22,168.5
2016-06-23,170.64999389648438
2016-06-24,164.3000030517578
2016-06-27,162.8000030517578
2016-06-28,165.35000610351562
2016-06-29,170.0
2016-06-30,172.0
2016-07-01,172.4499969482422
2016-07-04,173.39999389648438
2016-07-05,173.35000610351562
2016-07-06,171.0500030517578
2016-07-07,172.35000610351562
2016-07-08,172.8000030517578
2016-07-11,174.10000610351562
2016-07-12,173.4499969482422
2016-07-13,173.6999969482422
2016-07-14,174.0
2016-07-15,174.39999389648438
2016-07-18,173.85000610351562
2016-07-19,171.9499969482422
2016-07-20,174.5
2016-07-21,173.35000610351562
2016-07-22,174.5500030517578
2016-07-25,175.1999969482422
2016-07-26,175.8000030517578
2016-07-27,176.1999969482422
2016-07-28,174.9499969482422
2016-07-29,170.25
2016-08-01,170.25
2016-08-02,170.25
2016-08-03,169.35000610351562
2016-08-04,170.60000610351562
2016-08-05,171.9499969482422
2016-08-08,171.10000610351562
2016-08-09,174.10000610351562
2016-08-10,173.0
2016-08-11,175.60000610351562
2016-08-12,175.75
2016-08-15,175.6999969482422
2016-08-16,174.5500030517578
2016-08-17,173.8000030517578
2016-08-18,172.6999969482422
2016-08-19,171.6999969482422
2016-08-22,170.9499969482422
2016-08-23,170.64999389648438
2016-08-24,170.64999389648438
2016-08-25,170.64999389648438
2016-08-26,171.3000030517578
2016-08-29,171.5
2016-08-30,171.14999389648438
2016-08-31,169.35000610351562
2016-09-01,168.64999389648438
2016-09-02,174.5500030517578
2016-09-05,173.75
2016-09-06,173.75
2016-09-07,173.5
2016-09-08,170.4499969482422
2016-09-09,167.14999389648438
2016-09-12,167.25
2016-09-13,165.5
2016-09-14,164.89999389648438
2016-09-15,166.0
2016-09-16,164.60000610351562
2016-09-19,166.60000610351562
2016-09-20,166.35000610351562
2016-09-21,166.10000610351562
2016-09-22,169.6999969482422
2016-09-23,169.0
2016-09-26,166.64999389648438
2016-09-27,167.5500030517578
2016-09-28,168.4499969482422
2016-09-29,167.64999389648438
2016-09-30,168.10000610351562
2016-10-03,168.25
2016-10-04,170.35000610351562
2016-10-05,166.1999969482422
2016-10-06,164.75
2016-10-07,163.25
2016-10-10,164.6999969482422
2016-10-11,164.0500030517578
2016-10-12,163.5500030517578
2016-10-13,162.75
2016-10-14,167.89999389648438
2016-10-17,166.35000610351562
2016-10-18,168.5
2016-10-19,168.3000030517578
2016-10-20,167.5500030517578
2016-10-21,167.1999969482422
2016-10-24,166.35000610351562
2016-10-25,165.64999389648438
2016-10-26,165.35000610351562
2016-10-27,165.8000030517578
2016-10-28,166.0
2016-10-31,163.0500030517578
2016-11-01,163.10000610351562
2016-11-02,161.60000610351562
2016-11-03,161.60000610351562
2016-11-04,165.10000610351562
2016-11-07,165.4499969482422
2016-11-08,166.6999969482422
2016-11-09,163.89999389648438
2016-11-10,158.9499969482422
2016-11-11,157.14999389648438
2016-11-14,157.0
2016-11-15,157.89999389648438
2016-11-16,157.3000030517578
2016-11-17,157.5500030517578
2016-11-18,159.39999389648438
2016-11-21,159.35000610351562
2016-11-22,159.89999389648438
2016-11-23,159.6999969482422
2016-11-24,160.1999969482422
2016-11-25,161.85000610351562
2016-11-28,160.0
2016-11-29,161.14999389648438
2016-11-30,161.0500030517578
2016-12-01,158.60000610351562
2016-12-02,158.85000610351562
2016-12-05,159.10000610351562
2016-12-06,160.8000030517578
2016-12-07,162.14999389648438
2016-12-08,162.60000610351562
2016-12-09,167.1999969482422
2016-12-12,166.25
2016-12-13,168.0500030517578
2016-12-14,168.25
2016-12-15,167.85000610351562
2016-12-16,169.10000610351562
2016-12-19,170.0
2016-12-20,170.89999389648438
2016-12-21,170.5500030517578
2016-12-22,171.5
2016-12-23,172.5500030517578
2016-12-27,172.6999969482422
2016-12-28,172.39999389648438
2016-12-29,172.60000610351562
2016-12-30,173.39999389648438
2017-01-02,173.4499969482422
2017-01-03,170.14999389648438
2017-01-04,169.85000610351562
2017-01-05,170.3000030517578
2017-01-06,170.25
2017-01-09,171.35000610351562
2017-01-10,171.0500030517578
2017-01-11,171.85000610351562
2017-01-12,170.39999389648438
2017-01-13,171.4499969482422
2017-01-16,170.8000030517578
2017-01-17,169.60000610351562
2017-01-18,169.5500030517578
2017-01-19,170.5
2017-01-20,170.0500030517578
2017-01-23,171.14999389648438
2017-01-24,171.3000030517578
2017-01-25,171.5500030517578
2017-01-26,171.3000030517578
2017-01-27,171.3000030517578
2017-01-30,171.0
2017-01-31,168.35000610351562
2017-02-01,168.89999389648438
2017-02-02,170.60000610351562
2017-02-03,171.0500030517578
2017-02-06,170.1999969482422
2017-02-07,171.5
2017-02-08,173.35000610351562
2017-02-09,174.0
2017-02-10,170.10000610351562
2017-02-13,173.6999969482422
2017-02-14,172.5500030517578
2017-02-15,173.8000030517578
2017-02-16,171.85000610351562
2017-02-17,176.10000610351562
2017-02-20,172.64999389648438
2017-02-21,173.4499969482422
2017-02-22,176.5
2017-02-23,176.89999389648438
2017-02-24,175.5500030517578
2017-02-27,175.3000030517578
2017-02-28,175.5500030517578
2017-03-01,176.60000610351562
2017-03-02,176.0500030517578
2017-03-03,176.4499969482422
2017-03-06,176.3000030517578
2017-03-07,175.5
2017-03-08,175.10000610351562
2017-03-09,176.39999389648438
2017-03-10,177.35000610351562
2017-03-13,176.4499969482422
2017-03-14,177.5500030517578
2017-03-15,177.3000030517578
2017-03-16,177.75
2017-03-17,177.4499969482422
2017-03-20,176.89999389648438
2017-03-21,177.39999389648438
2017-03-22,178.3000030517578
2017-03-23,178.5
2017-03-24,177.85000610351562
2017-03-27,179.5
2017-03-28,178.6999969482422
2017-03-29,179.8000030517578
2017-03-30,179.0500030517578
2017-03-31,180.1499938964844
2017-04-03,179.5
2017-04-04,180.3000030517578
2017-04-05,178.85000610351562
2017-04-06,179.35000610351562
2017-04-07,180.6999969482422
2017-04-10,180.8999938964844
2017-04-11,181.0
2017-04-12,181.9499969482422
2017-04-13,181.0500030517578
2017-04-18,180.10000610351562
2017-04-19,181.3999938964844
2017-04-20,181.75
2017-04-21,180.8000030517578
2017-04-24,185.5500030517578
2017-04-25,184.6499938964844
2017-04-26,185.3500061035156
2017-04-27,185.8000030517578
2017-04-28,182.8500061035156
2017-05-02,184.4499969482422
2017-05-03,184.5500030517578
2017-05-04,186.75
2017-05-05,188.5500030517578
2017-05-08,187.8999938964844
2017-05-09,189.5
2017-05-10,188.9499969482422
2017-05-11,189.1499938964844
2017-05-12,190.0500030517578
2017-05-15,189.8999938964844
2017-05-16,189.9499969482422
2017-05-17,188.1499938964844
2017-05-18,185.6000061035156
2017-05-19,187.1000061035156
2017-05-22,187.5
2017-05-23,188.6999969482422
2017-05-24,188.25
2017-05-25,188.6999969482422
2017-05-26,189.1000061035156
2017-05-29,189.3999938964844
2017-05-30,189.6000061035156
2017-05-31,190.4499969482422
2017-06-01,190.9499969482422
2017-06-02,192.8999938964844
2017-06-05,191.1999969482422
2017-06-06,191.25
2017-06-07,190.25
2017-06-08,188.3000030517578
2017-06-09,190.0500030517578
2017-06-12,187.5
2017-06-13,187.3500061035156
2017-06-14,188.1000061035156
2017-06-15,188.3000030517578
2017-06-16,191.0
2017-06-19,190.8999938964844
2017-06-20,191.25
2017-06-21,190.0
2017-06-22,189.6000061035156
2017-06-23,188.1000061035156
2017-06-26,195.3500061035156
2017-06-27,191.1999969482422
2017-06-28,190.1999969482422
2017-06-29,183.4499969482422
2017-06-30,182.3999938964844
2017-07-03,182.9499969482422
2017-07-04,181.3500061035156
2017-07-05,181.5
2017-07-06,178.5500030517578
2017-07-07,179.35000610351562
2017-07-10,180.0500030517578
2017-07-11,179.10000610351562
2017-07-12,182.0
2017-07-13,183.1000061035156
2017-07-14,184.1499938964844
2017-07-17,184.25
2017-07-18,183.5
2017-07-19,185.25
2017-07-20,184.6000061035156
2017-07-21,180.8999938964844
2017-07-24,179.6999969482422
2017-07-25,180.1999969482422
2017-07-26,180.8000030517578
2017-07-27,181.0500030517578
2017-07-28,176.0500030517578
2017-07-31,175.10000610351562
2017-08-01,175.89999389648438
2017-08-02,174.9499969482422
2017-08-03,175.10000610351562
2017-08-04,176.5500030517578
2017-08-07,176.0500030517578
2017-08-08,176.5
2017-08-09,175.60000610351562
2017-08-10,173.6999969482422
2017-08-11,173.60000610351562
2017-08-14,175.14999389648438
2017-08-15,175.3000030517578
2017-08-16,176.39999389648438
2017-08-17,176.3000030517578
2017-08-18,175.39999389648438
2017-08-21,175.0
2017-08-22,177.14999389648438
2017-08-23,178.25
2017-08-24,179.89999389648438
2017-08-25,178.0500030517578
2017-08-28,177.3000030517578
2017-08-29,176.5
2017-08-30,176.25
2017-08-31,177.35000610351562
2017-09-01,177.9499969482422
2017-09-04,177.3000030517578
2017-09-05,176.85000610351562
2017-09-06,177.6999969482422
2017-09-07,178.35000610351562
2017-09-08,178.60000610351562
2017-09-11,180.6999969482422
2017-09-12,179.89999389648438
2017-09-13,180.1999969482422
2017-09-14,179.39999389648438
2017-09-15,178.89999389648438
2017-09-18,179.0
2017-09-19,177.5
2017-09-20,178.3000030517578
2017-09-21,176.60000610351562
2017-09-22,180.9499969482422
2017-09-25,181.8500061035156
2017-09-26,181.0500030517578
2017-09-27,178.0
2017-09-28,177.89999389648438
2017-09-29,179.89999389648438
2017-10-02,181.25
2017-10-03,181.8999938964844
2017-10-04,181.25
2017-10-05,182.75
2017-10-06,180.75
2017-10-09,182.1999969482422
2017-10-10,184.3999938964844
2017-10-11,185.5
2017-10-12,187.8000030517578
2017-10-13,188.5
2017-10-16,189.3000030517578
2017-10-17,188.1999969482422
2017-10-18,189.5
2017-10-19,186.8999938964844
2017-10-20,185.5500030517578
2017-10-23,185.3500061035156
2017-10-24,184.3000030517578
2017-10-25,182.8999938964844
2017-10-26,187.8999938964844
2017-10-27,190.1999969482422
2017-10-30,190.0
2017-10-31,191.0500030517578
2017-11-01,193.6000061035156
2017-11-02,192.4499969482422
2017-11-03,192.6000061035156
2017-11-06,192.1000061035156
2017-11-07,189.5500030517578
2017-11-08,189.6999969482422
2017-11-09,188.1000061035156
2017-11-10,186.1999969482422
2017-11-13,185.3999938964844
2017-11-14,184.1000061035156
2017-11-15,184.25
2017-11-16,186.1499938964844
2017-11-17,185.3999938964844
2017-11-20,186.6999969482422
2017-11-21,187.0
2017-11-22,186.0
2017-11-23,186.6999969482422
2017-11-24,187.1999969482422
2017-11-27,185.8500061035156
2017-11-28,187.1000061035156
2017-11-29,186.9499969482422
2017-11-30,185.8000030517578
2017-12-01,184.6000061035156
2017-12-04,187.25
2017-12-05,188.5
2017-12-06,187.8999938964844
2017-12-07,188.8000030517578
2017-12-08,188.3999938964844
2017-12-11,188.3500061035156
2017-12-12,189.6499938964844
2017-12-13,188.1000061035156
2017-12-14,186.4499969482422
2017-12-15,187.25
2017-12-18,190.3999938964844
2017-12-19,188.8500061035156
2017-12-20,186.8500061035156
2017-12-21,188.1000061035156
2017-12-22,186.8000030517578
2017-12-27,187.6000061035156
2017-12-28,185.75
2017-12-29,184.9499969482422
2018-01-02,182.1499938964844
2018-01-03,182.8500061035156
2018-01-04,184.5
2018-01-05,186.8999938964844
2018-01-08,186.75
2018-01-09,188.3000030517578
2018-01-10,186.8999938964844
2018-01-11,184.6499938964844
2018-01-12,184.0500030517578
2018-01-15,184.4499969482422
2018-01-16,184.0500030517578
2018-01-17,184.3999938964844
2018-01-18,183.3999938964844
2018-01-19,185.8000030517578
2018-01-22,185.5500030517578
2018-01-23,186.25
2018-01-24,184.1000061035156
2018-01-25,181.8000030517578
2018-01-26,182.6000061035156
2018-01-29,182.3999938964844
2018-01-30,182.1999969482422
2018-01-31,183.1000061035156
2018-02-01,181.3000030517578
2018-02-02,180.6499938964844
2018-02-05,177.0
2018-02-06,171.9499969482422
2018-02-07,175.60000610351562
2018-02-08,171.8000030517578
2018-02-09,172.35000610351562
2018-02-12,176.39999389648438
2018-02-13,175.0
2018-02-14,175.3000030517578
2018-02-15,174.6999969482422
2018-02-16,176.8000030517578
2018-02-19,175.5
2018-02-20,175.60000610351562
2018-02-21,174.39999389648438
2018-02-22,175.4499969482422
2018-02-23,178.6999969482422
2018-02-26,180.5
2018-02-27,177.5
2018-02-28,177.0500030517578
2018-03-01,173.3000030517578
2018-03-02,171.10000610351562
2018-03-05,174.9499969482422
2018-03-06,174.1999969482422
2018-03-07,175.5500030517578
2018-03-08,180.3999938964844
2018-03-09,181.6499938964844
2018-03-12,181.8000030517578
2018-03-13,179.85000610351562
2018-03-14,179.89999389648438
2018-03-15,179.75
2018-03-16,180.0500030517578
2018-03-19,181.1000061035156
2018-03-20,181.6499938964844
2018-03-21,180.3500061035156
2018-03-22,179.5500030517578
2018-03-23,175.9499969482422
2018-03-26,174.6999969482422
2018-03-27,175.4499969482422
2018-03-28,182.0500030517578
2018-03-29,183.3500061035156
2018-04-03,183.3999938964844
2018-04-04,186.75
2018-04-05,190.5
2018-04-06,190.25
2018-04-09,190.25
2018-04-10,191.6000061035156
2018-04-11,190.6499938964844
2018-04-12,190.6999969482422
2018-04-13,191.1499938964844
2018-04-16,191.5500030517578
2018-04-17,193.75
2018-04-18,191.5500030517578
2018-04-19,190.1000061035156
2018-04-20,191.3999938964844
2018-04-23,191.1499938964844
2018-04-24,192.3500061035156
2018-04-25,190.3000030517578
2018-04-26,192.5500030517578
2018-04-27,196.8999938964844
2018-04-30,198.8500061035156
2018-05-02,195.5
2018-05-03,195.8999938964844
2018-05-04,199.0
