Date,OR.PA_Close
2014-06-30,125.8499984741211
2014-07-01,125.9000015258789
2014-07-02,125.5999984741211
2014-07-03,127.25
2014-07-04,127.0
2014-07-07,125.4000015258789
2014-07-08,124.6500015258789
2014-07-09,126.25
2014-07-10,125.3000030517578
2014-07-11,125.9000015258789
2014-07-14,126.8499984741211
2014-07-15,125.3499984741211
2014-07-16,126.9000015258789
2014-07-17,125.8499984741211
2014-07-18,127.0999984741211
2014-07-21,127.0
2014-07-22,128.25
2014-07-23,128.64999389648438
2014-07-24,129.10000610351562
2014-07-25,126.9000015258789
2014-07-28,127.6500015258789
2014-07-29,128.25
2014-07-30,128.0500030517578
2014-07-31,126.4000015258789
2014-08-01,124.0999984741211
2014-08-04,124.1500015258789
2014-08-05,127.0999984741211
2014-08-06,126.4499969482422
2014-08-07,125.5500030517578
2014-08-08,124.5
2014-08-11,125.0999984741211
2014-08-12,123.9000015258789
2014-08-13,124.8499984741211
2014-08-14,125.5999984741211
2014-08-15,124.3499984741211
2014-08-18,125.3499984741211
2014-08-19,125.4000015258789
2014-08-20,125.0
2014-08-21,125.6500015258789
2014-08-22,124.8000030517578
2014-08-25,127.4000015258789
2014-08-26,128.60000610351562
2014-08-27,127.5
2014-08-28,126.6500015258789
2014-08-29,126.0
2014-09-01,126.8000030517578
2014-09-02,128.0500030517578
2014-09-03,127.8499984741211
2014-09-04,130.0
2014-09-05,128.5
2014-09-08,127.1999969482422
2014-09-09,125.5
2014-09-10,125.9000015258789
2014-09-11,125.0500030517578
2014-09-12,125.75
2014-09-15,125.4000015258789
2014-09-16,124.9000015258789
2014-09-17,125.0
2014-09-18,124.9499969482422
2014-09-19,125.6500015258789
2014-09-22,126.0500030517578
2014-09-23,123.9000015258789
2014-09-24,125.75
2014-09-25,123.9000015258789
2014-09-26,124.8499984741211
2014-09-29,124.4000015258789
2014-09-30,125.6999969482422
2014-10-01,124.6500015258789
2014-10-02,122.5500030517578
2014-10-03,123.25
2014-10-06,123.9499969482422
2014-10-07,121.6999969482422
2014-10-08,122.4000015258789
2014-10-09,123.5
2014-10-10,123.0
2014-10-13,122.5
2014-10-14,121.75
2014-10-15,119.25
2014-10-16,118.3499984741211
2014-10-17,119.3499984741211
2014-10-20,119.5
2014-10-21,120.8499984741211
2014-10-22,120.9000015258789
2014-10-23,120.75
2014-10-24,119.6999969482422
2014-10-27,120.0500030517578
2014-10-28,122.0999984741211
2014-10-29,122.3499984741211
2014-10-30,122.1999969482422
2014-10-31,125.0999984741211
2014-11-03,124.0999984741211
2014-11-04,122.5500030517578
2014-11-05,125.4000015258789
2014-11-06,127.3499984741211
2014-11-07,126.6999969482422
2014-11-10,128.0500030517578
2014-11-11,130.0
2014-11-12,128.9499969482422
2014-11-13,131.8000030517578
2014-11-14,131.64999389648438
2014-11-17,131.35000610351562
2014-11-18,132.14999389648438
2014-11-19,132.60000610351562
2014-11-20,133.14999389648438
2014-11-21,135.4499969482422
2014-11-24,135.4499969482422
2014-11-25,134.8000030517578
2014-11-26,134.75
2014-11-27,136.3000030517578
2014-11-28,137.1999969482422
2014-12-01,137.25
2014-12-02,138.0500030517578
2014-12-03,137.89999389648438
2014-12-04,135.60000610351562
2014-12-05,139.10000610351562
2014-12-08,138.3000030517578
2014-12-09,135.89999389648438
2014-12-10,136.10000610351562
2014-12-11,135.39999389648438
2014-12-12,133.10000610351562
2014-12-15,130.10000610351562
2014-12-16,132.10000610351562
2014-12-17,133.5
2014-12-18,137.4499969482422
2014-12-19,137.64999389648438
2014-12-22,138.35000610351562
2014-12-23,139.85000610351562
2014-12-24,138.35000610351562
2014-12-29,140.14999389648438
2014-12-30,138.14999389648438
2014-12-31,139.3000030517578
2015-01-02,137.39999389648438
2015-01-05,134.14999389648438
2015-01-06,134.14999389648438
2015-01-07,134.89999389648438
2015-01-08,139.8000030517578
2015-01-09,137.8000030517578
2015-01-12,140.89999389648438
2015-01-13,142.64999389648438
2015-01-14,141.60000610351562
2015-01-15,146.10000610351562
2015-01-16,146.64999389648438
2015-01-19,146.75
2015-01-20,148.6999969482422
2015-01-21,149.8000030517578
2015-01-22,150.25
2015-01-23,155.64999389648438
2015-01-26,158.64999389648438
2015-01-27,156.3000030517578
2015-01-28,157.0
2015-01-29,160.1999969482422
2015-01-30,159.0500030517578
2015-02-02,157.6999969482422
2015-02-03,155.75
2015-02-04,157.9499969482422
2015-02-05,158.0
2015-02-06,157.60000610351562
2015-02-09,155.9499969482422
2015-02-10,157.5500030517578
2015-02-11,158.39999389648438
2015-02-12,157.89999389648438
2015-02-13,156.0500030517578
2015-02-16,154.5
2015-02-17,155.39999389648438
2015-02-18,155.4499969482422
2015-02-19,157.10000610351562
2015-02-20,157.60000610351562
2015-02-23,158.75
2015-02-24,159.3000030517578
2015-02-25,159.4499969482422
2015-02-26,161.1999969482422
2015-02-27,162.25
2015-03-02,162.10000610351562
2015-03-03,161.10000610351562
2015-03-04,163.3000030517578
2015-03-05,164.75
2015-03-06,165.60000610351562
2015-03-09,165.3000030517578
2015-03-10,164.8000030517578
2015-03-11,169.6999969482422
2015-03-12,169.0500030517578
2015-03-13,171.75
2015-03-16,173.3000030517578
2015-03-17,172.5
2015-03-18,170.9499969482422
2015-03-19,170.25
2015-03-20,172.10000610351562
2015-03-23,171.14999389648438
2015-03-24,171.39999389648438
2015-03-25,168.9499969482422
2015-03-26,169.0
2015-03-27,172.14999389648438
2015-03-30,172.5500030517578
2015-03-31,171.35000610351562
2015-04-01,171.3000030517578
2015-04-02,172.6999969482422
2015-04-07,175.14999389648438
2015-04-08,174.0500030517578
2015-04-09,175.9499969482422
2015-04-10,178.9499969482422
2015-04-13,178.64999389648438
2015-04-14,177.60000610351562
2015-04-15,178.10000610351562
2015-04-16,178.75
2015-04-17,176.3000030517578
2015-04-20,177.1999969482422
2015-04-21,178.14999389648438
2015-04-22,177.10000610351562
2015-04-23,175.0
2015-04-24,175.75
2015-04-27,179.25
2015-04-28,174.0
2015-04-29,169.1999969482422
2015-04-30,170.4499969482422
2015-05-04,173.35000610351562
2015-05-05,166.6999969482422
2015-05-06,167.75
2015-05-07,168.60000610351562
2015-05-08,173.4499969482422
2015-05-11,170.14999389648438
2015-05-12,168.25
2015-05-13,166.25
2015-05-14,170.14999389648438
2015-05-15,168.39999389648438
2015-05-18,169.8000030517578
2015-05-19,174.8000030517578
2015-05-20,175.0
2015-05-21,174.89999389648438
2015-05-22,174.8000030517578
2015-05-25,174.1999969482422
2015-05-26,173.60000610351562
2015-05-27,177.64999389648438
2015-05-28,176.5
2015-05-29,171.9499969482422
2015-06-01,173.60000610351562
2015-06-02,169.64999389648438
2015-06-03,170.5500030517578
2015-06-04,170.0
2015-06-05,166.64999389648438
2015-06-08,165.85000610351562
2015-06-09,164.6999969482422
2015-06-10,167.8000030517578
2015-06-11,168.75
2015-06-12,165.64999389648438
2015-06-15,163.1999969482422
2015-06-16,164.9499969482422
2015-06-17,162.35000610351562
2015-06-18,163.75
2015-06-19,161.8000030517578
2015-06-22,168.1999969482422
2015-06-23,169.6999969482422
2015-06-24,169.0
2015-06-25,167.4499969482422
2015-06-26,168.64999389648438
2015-06-29,161.9499969482422
2015-06-30,160.0
2015-07-01,160.85000610351562
2015-07-02,159.35000610351562
2015-07-03,158.35000610351562
2015-07-06,155.89999389648438
2015-07-07,153.9499969482422
2015-07-08,155.60000610351562
2015-07-09,159.75
2015-07-10,164.64999389648438
2015-07-13,166.60000610351562
2015-07-14,168.89999389648438
2015-07-15,169.60000610351562
2015-07-16,171.0500030517578
2015-07-17,170.35000610351562
2015-07-20,172.4499969482422
2015-07-21,170.14999389648438
2015-07-22,168.89999389648438
2015-07-23,169.0500030517578
2015-07-24,169.39999389648438
2015-07-27,166.14999389648438
2015-07-28,167.75
2015-07-29,169.89999389648438
2015-07-30,170.35000610351562
2015-07-31,170.35000610351562
2015-08-03,174.60000610351562
2015-08-04,175.4499969482422
2015-08-05,178.0
2015-08-06,178.14999389648438
2015-08-07,176.9499969482422
2015-08-10,178.0500030517578
2015-08-11,173.64999389648438
2015-08-12,164.60000610351562
2015-08-13,167.89999389648438
2015-08-14,166.25
2015-08-17,166.60000610351562
2015-08-18,165.5
2015-08-19,162.14999389648438
2015-08-20,158.6999969482422
2015-08-21,154.1999969482422
2015-08-24,146.35000610351562
2015-08-25,152.8000030517578
2015-08-26,148.4499969482422
2015-08-27,152.8000030517578
2015-08-28,152.8000030517578
2015-08-31,152.6999969482422
2015-09-01,149.75
2015-09-02,150.64999389648438
2015-09-03,150.89999389648438
2015-09-04,145.75
2015-09-07,147.1999969482422
2015-09-08,146.89999389648438
2015-09-09,148.60000610351562
2015-09-10,145.85000610351562
2015-09-11,145.3000030517578
2015-09-14,143.9499969482422
2015-09-15,146.75
2015-09-16,150.60000610351562
2015-09-17,150.5
2015-09-18,146.75
2015-09-21,150.1999969482422
2015-09-22,145.5500030517578
2015-09-23,145.4499969482422
2015-09-24,143.89999389648438
2015-09-25,151.89999389648438
2015-09-28,149.75
2015-09-29,148.8000030517578
2015-09-30,155.0500030517578
2015-10-01,152.75
2015-10-02,155.5500030517578
2015-10-05,160.3000030517578
2015-10-06,160.6999969482422
2015-10-07,160.9499969482422
2015-10-08,162.0500030517578
2015-10-09,164.0
2015-10-12,165.14999389648438
2015-10-13,164.10000610351562
2015-10-14,164.14999389648438
2015-10-15,166.89999389648438
2015-10-16,166.0500030517578
2015-10-19,168.39999389648438
2015-10-20,167.5500030517578
2015-10-21,165.64999389648438
2015-10-22,171.0
2015-10-23,173.60000610351562
2015-10-26,171.0
2015-10-27,171.10000610351562
2015-10-28,171.6999969482422
2015-10-29,174.0
2015-10-30,166.0500030517578
2015-11-02,165.14999389648438
2015-11-03,165.60000610351562
2015-11-04,166.10000610351562
2015-11-05,168.89999389648438
2015-11-06,167.0
2015-11-09,164.6999969482422
2015-11-10,165.14999389648438
2015-11-11,169.85000610351562
2015-11-12,167.8000030517578
2015-11-13,165.89999389648438
2015-11-16,166.14999389648438
2015-11-17,170.8000030517578
2015-11-18,167.9499969482422
2015-11-19,167.5
2015-11-20,168.75
2015-11-23,168.4499969482422
2015-11-24,164.89999389648438
2015-11-25,168.5500030517578
2015-11-26,169.0500030517578
2015-11-27,168.75
2015-11-30,167.60000610351562
2015-12-01,167.0500030517578
2015-12-02,168.5500030517578
2015-12-03,161.3000030517578
2015-12-04,159.25
2015-12-07,163.1999969482422
2015-12-08,159.85000610351562
2015-12-09,157.4499969482422
2015-12-10,156.39999389648438
2015-12-11,154.4499969482422
2015-12-14,152.0
2015-12-15,158.39999389648438
2015-12-16,157.9499969482422
2015-12-17,160.85000610351562
2015-12-18,157.75
2015-12-21,155.10000610351562
2015-12-22,153.9499969482422
2015-12-23,157.10000610351562
