Date,AIR_Close
2014-06-30,27.559999465942383
2014-07-01,27.8799991607666
2014-07-02,27.13999938964844
2014-07-03,27.59000015258789
2014-07-07,27.1200008392334
2014-07-08,26.34000015258789
2014-07-09,26.350000381469727
2014-07-10,26.170000076293945
2014-07-11,25.809999465942383
2014-07-14,26.079999923706055
2014-07-15,25.63999938964844
2014-07-16,28.020000457763672
2014-07-17,27.43000030517578
2014-07-18,27.5
2014-07-21,27.989999771118164
2014-07-22,27.63999938964844
2014-07-23,27.670000076293945
2014-07-24,27.25
2014-07-25,26.8799991607666
2014-07-28,26.90999984741211
2014-07-29,26.969999313354492
2014-07-30,27.100000381469727
2014-07-31,26.899999618530273
2014-08-01,26.850000381469727
2014-08-04,26.649999618530273
2014-08-05,26.81999969482422
2014-08-06,27.020000457763672
2014-08-07,26.75
2014-08-08,27.270000457763672
2014-08-11,27.959999084472656
2014-08-12,27.030000686645508
2014-08-13,27.149999618530273
2014-08-14,27.06999969482422
2014-08-15,27.31999969482422
2014-08-18,27.63999938964844
2014-08-19,27.549999237060547
2014-08-20,27.040000915527344
2014-08-21,27.15999984741211
2014-08-22,27.229999542236328
2014-08-25,27.219999313354492
2014-08-26,27.38999938964844
2014-08-27,27.059999465942383
2014-08-28,27.0
2014-08-29,27.700000762939453
2014-09-02,27.600000381469727
2014-09-03,27.510000228881836
2014-09-04,27.549999237060547
2014-09-05,27.43000030517578
2014-09-08,27.709999084472656
2014-09-09,27.440000534057617
2014-09-10,28.059999465942383
2014-09-11,28.420000076293945
2014-09-12,28.030000686645508
2014-09-15,28.040000915527344
2014-09-16,27.979999542236328
2014-09-17,28.209999084472656
2014-09-18,28.530000686645508
2014-09-19,28.239999771118164
2014-09-22,27.93000030517578
2014-09-23,28.0
2014-09-24,24.709999084472656
2014-09-25,25.170000076293945
2014-09-26,25.1299991607666
2014-09-29,24.850000381469727
2014-09-30,24.149999618530273
2014-10-01,23.920000076293945
2014-10-02,23.90999984741211
2014-10-03,24.3700008392334
2014-10-06,24.11000061035156
2014-10-07,23.440000534057617
2014-10-08,23.920000076293945
2014-10-09,23.030000686645508
2014-10-10,22.969999313354492
2014-10-13,22.829999923706055
2014-10-14,22.989999771118164
2014-10-15,23.950000762939453
2014-10-16,24.190000534057617
2014-10-17,24.09000015258789
2014-10-20,24.190000534057617
2014-10-21,24.520000457763672
2014-10-22,24.100000381469727
2014-10-23,24.459999084472656
2014-10-24,24.809999465942383
2014-10-27,24.93000030517578
2014-10-28,25.489999771118164
2014-10-29,25.43000030517578
2014-10-30,25.6299991607666
2014-10-31,26.5
2014-11-03,26.209999084472656
2014-11-04,26.219999313354492
2014-11-05,26.079999923706055
2014-11-06,26.469999313354492
2014-11-07,26.3700008392334
2014-11-10,26.729999542236328
2014-11-11,26.530000686645508
2014-11-12,26.40999984741211
2014-11-13,26.280000686645508
2014-11-14,26.06999969482422
2014-11-17,26.1200008392334
2014-11-18,25.90999984741211
2014-11-19,25.670000076293945
2014-11-20,25.809999465942383
2014-11-21,25.86000061035156
2014-11-24,26.06999969482422
2014-11-25,26.350000381469727
2014-11-26,25.940000534057617
2014-11-28,25.6299991607666
2014-12-01,25.579999923706055
2014-12-02,25.760000228881836
2014-12-03,26.59000015258789
2014-12-04,26.399999618530273
2014-12-05,26.799999237060547
2014-12-08,25.959999084472656
2014-12-09,28.479999542236328
2014-12-10,27.61000061035156
2014-12-11,27.3799991607666
2014-12-12,26.8700008392334
2014-12-15,27.15999984741211
2014-12-16,27.729999542236328
2014-12-17,28.219999313354492
2014-12-18,29.209999084472656
2014-12-19,27.299999237060547
2014-12-22,27.479999542236328
2014-12-23,28.299999237060547
2014-12-24,27.670000076293945
2014-12-26,27.739999771118164
2014-12-29,28.270000457763672
2014-12-30,28.149999618530273
2014-12-31,27.780000686645508
2015-01-02,27.209999084472656
2015-01-05,26.739999771118164
2015-01-06,26.079999923706055
2015-01-07,26.420000076293945
2015-01-08,26.43000030517578
2015-01-09,25.59000015258789
2015-01-12,25.43000030517578
2015-01-13,25.86000061035156
2015-01-14,25.969999313354492
2015-01-15,27.049999237060547
2015-01-16,27.290000915527344
2015-01-20,27.030000686645508
2015-01-21,26.61000061035156
2015-01-22,27.61000061035156
2015-01-23,28.34000015258789
2015-01-26,28.36000061035156
2015-01-27,28.799999237060547
2015-01-28,28.469999313354492
2015-01-29,28.469999313354492
2015-01-30,28.65999984741211
2015-02-02,28.479999542236328
2015-02-03,28.75
2015-02-04,28.40999984741211
2015-02-05,28.729999542236328
2015-02-06,28.829999923706055
2015-02-09,28.25
2015-02-10,28.8700008392334
2015-02-11,29.13999938964844
2015-02-12,29.3700008392334
2015-02-13,29.520000457763672
2015-02-17,29.420000076293945
2015-02-18,29.93000030517578
2015-02-19,29.950000762939453
2015-02-20,29.90999984741211
2015-02-23,31.549999237060547
2015-02-24,29.31999969482422
2015-02-25,29.200000762939453
