Date,SIE_Close
2014-06-30,0.0599999986588954
2014-07-01,10300.0
2014-07-02,0.0549999997019767
2014-07-03,10300.0
2014-07-07,0.0549999997019767
2014-07-08,0.0549999997019767
2014-07-09,0.0549999997019767
2014-07-10,0.0549999997019767
2014-07-11,0.0549999997019767
2014-07-14,10740.0
2014-07-15,0.0549999997019767
2014-07-16,0.0549999997019767
2014-07-17,10700.0
2014-07-18,0.0549999997019767
2014-07-21,10700.0
2014-07-22,0.0549999997019767
2014-07-23,0.0549999997019767
2014-07-24,10700.0
2014-07-25,10700.0
2014-07-28,10700.0
2014-07-29,10700.0
2014-07-30,0.0649999976158142
2014-07-31,0.0549999997019767
2014-08-01,10700.0
2014-08-04,10700.0
2014-08-06,0.0549999997019767
2014-08-07,0.0549999997019767
2014-08-08,0.0549999997019767
2014-08-11,0.0549999997019767
2014-08-12,0.0549999997019767
2014-08-21,0.0549999997019767
2014-08-22,0.0549999997019767
2014-08-25,0.050000000745058
2014-08-26,0.0160000007599592
2014-08-27,0.0160000007599592
2014-08-28,0.0160000007599592
2014-08-29,0.050000000745058
2014-09-02,0.0160000007599592
2014-09-03,0.0160000007599592
2014-09-04,0.0289999991655349
2014-09-05,0.0289999991655349
2014-09-08,0.0289999991655349
2014-09-09,0.0289999991655349
2014-09-10,0.0289999991655349
2014-09-11,0.0289999991655349
2014-09-12,0.0289999991655349
2014-09-15,0.0289999991655349
2014-09-16,0.0450000017881393
2014-09-17,0.0450000017881393
2014-09-18,0.0450000017881393
2014-09-19,0.0450000017881393
2014-09-22,0.0199999995529651
2014-09-23,0.0450000017881393
2014-09-24,0.0199999995529651
2014-09-25,0.0199999995529651
2014-09-26,0.0199999995529651
2014-09-29,0.0199999995529651
2014-09-30,0.0199999995529651
2014-10-01,0.0199999995529651
2014-10-02,0.0199999995529651
2014-10-03,0.0199999995529651
2014-10-06,0.0199999995529651
2014-10-07,0.0199999995529651
2014-10-08,0.0199999995529651
2014-10-09,0.0350000001490116
2014-10-10,0.0199999995529651
2014-10-13,0.0199999995529651
2014-10-14,0.0199999995529651
2014-10-15,0.0350000001490116
2014-10-16,0.0350000001490116
2014-10-17,0.0350000001490116
