Date,Predicted
2024-03-28,199.12794829377071
2024-04-01,199.05155938931148
2024-04-02,198.47997283132463
2024-04-03,198.4819540181761
2024-04-04,197.83803998877556
2024-04-05,196.88334849905095
2024-04-08,197.99487923073957
2024-04-09,198.46021756814844
2024-04-10,196.7065275725563
2024-04-11,195.4133503092562
2024-04-12,195.3340320785237
2024-04-15,179.55710531078057
2024-04-16,187.65442824280217
2024-04-17,180.53891075770116
2024-04-18,182.539612299669
2024-04-19,183.1634455851963
2024-04-22,186.82240052185352
2024-04-23,190.20836206171134
2024-04-24,192.6807983443514
2024-04-25,193.03050612630705
2024-04-26,193.38056769162904
2024-04-29,194.54181206195517
2024-04-30,193.74040782919656
2024-05-01,192.89578542040636
2024-05-02,193.11361691472666
2024-05-03,192.06900784461413
2024-05-06,190.64587887519156
2024-05-07,192.3237177170413
2024-05-08,192.00776086823407
2024-05-09,195.73925554632478
2024-05-10,196.48126662754294
2024-05-13,198.33629433058832
2024-05-14,198.12577907628383
2024-05-15,200.66645309462274
2024-05-16,200.67294855722866
2024-05-17,202.14123443553035
2024-05-20,203.59839736479444
2024-05-21,195.18586760470225
2024-05-22,200.6657030738861
2024-05-23,198.01200234567023
2024-05-24,196.83315371503522
2024-05-28,200.9308849339568
2024-05-29,198.36837540624765
2024-05-30,197.742759052554
2024-05-31,199.50942582202333
2024-06-03,201.51059435803472
2024-06-04,200.53938826076956
2024-06-05,198.89449372599302
2024-06-06,197.64853946643143
2024-06-07,197.17530468428595
2024-06-10,200.56497387382296
2024-06-11,199.0685975962342
2024-06-12,193.85507609389333
2024-06-13,193.43388992060318
2024-06-14,194.67784884197863
2024-06-17,193.9262856098694
2024-06-18,195.08682241346287
2024-06-20,196.98147385353786
2024-06-21,198.19564421546784
2024-06-24,193.85847241421015
2024-06-25,199.84668042948397
2024-06-26,197.66895984233633
2024-06-27,197.14166696181474
