Date,Predicted
2024-03-26,2359.4027973145894
2024-03-27,2336.887442163672
2024-03-28,2340.4673915548046
2024-04-02,2323.7765198540656
2024-04-03,2319.600269084087
2024-04-04,2346.3032229306846
2024-04-05,2327.6033401571585
2024-04-08,2286.852510739256
2024-04-09,2309.5295203034693
2024-04-10,2229.7118508194144
2024-04-11,2246.9018171392163
2024-04-12,2249.1964533607934
2024-04-15,2228.8395593230343
2024-04-16,2262.8576430110224
2024-04-17,2221.613285881005
2024-04-18,2310.317879972019
2024-04-19,2249.234137038595
2024-04-22,2271.7473510714553
2024-04-23,2263.4443093586124
2024-04-24,2304.2801411633736
2024-04-25,2294.887056247764
2024-04-26,2241.298939407927
2024-04-29,2311.2269986989777
2024-04-30,2244.9105773463016
2024-05-02,2218.8531705938585
2024-05-03,2213.5701759002695
2024-05-06,2259.5718832409075
2024-05-07,2223.229830013963
2024-05-08,2250.13447718152
2024-05-09,2260.462374240771
2024-05-10,2243.812397894919
2024-05-13,2269.674320568767
2024-05-14,2234.48632997449
2024-05-15,2259.43763513874
2024-05-16,2230.064064739774
2024-05-17,2248.175996494876
2024-05-20,2247.0279289927676
2024-05-21,2260.8719701250557
2024-05-22,2237.3053260082015
2024-05-23,2150.6848962337717
2024-05-24,2170.782929098452
2024-05-27,2147.776615577088
2024-05-28,2170.5949389330563
2024-05-29,2147.096596482217
2024-05-30,2111.4585428723803
2024-05-31,2143.00770332896
2024-06-03,2134.171094996338
2024-06-04,2138.4235695691423
2024-06-05,2125.4158491498783
2024-06-06,2181.9574242374
2024-06-07,2172.392193430016
2024-06-10,2149.3394176468173
2024-06-11,2097.152234351608
2024-06-12,2120.6184600315937
2024-06-13,2115.6069591076193
2024-06-14,2139.999432459019
2024-06-17,2069.5367359891607
2024-06-18,2099.891366681797
2024-06-19,2094.0889367476047
2024-06-20,2089.562827287129
2024-06-21,2144.6221063438607
2024-06-24,2122.825310412838
2024-06-25,2146.8195358056546
2024-06-26,2166.846911774457
2024-06-27,2162.5576099710743
