Date,Predicted
2024-03-28,111.91755167791666
2024-04-01,112.80772618317519
2024-04-02,111.58596976501167
2024-04-03,112.2620178053096
2024-04-04,111.05720698050823
2024-04-05,110.41881478406458
2024-04-08,109.77902706816758
2024-04-09,110.39635665704782
2024-04-10,110.76832054483225
2024-04-11,107.10405272622847
2024-04-12,106.80536520043825
2024-04-15,107.05162570304401
2024-04-16,106.37797461808623
2024-04-17,104.2371225971558
2024-04-18,105.86995453801569
2024-04-19,107.24086926798418
2024-04-22,109.34203939190047
2024-04-23,110.76860335774472
2024-04-24,111.08483455666283
2024-04-25,111.70880329457032
2024-04-26,111.4554539240437
2024-04-29,110.40889315074173
2024-04-30,111.48188534066685
2024-05-01,111.02983903587983
2024-05-02,112.06765115400412
2024-05-03,112.46801687624452
2024-05-06,113.44294716597733
2024-05-07,113.15548406741823
2024-05-08,114.22420624599272
2024-05-09,115.07149055037758
2024-05-10,116.81373399814674
2024-05-13,116.28116483001804
2024-05-14,116.24691201366795
2024-05-15,115.4772760807275
2024-05-16,117.20310247074144
2024-05-17,117.6046921701768
2024-05-20,117.2945252219065
2024-05-21,117.15124570965918
2024-05-22,117.7892901853088
2024-05-23,115.79144877254498
2024-05-24,112.62443559822873
2024-05-28,113.23770380823476
2024-05-29,113.87818232944255
2024-05-30,111.48516318868519
2024-05-31,113.2883412283993
2024-06-03,116.6965242728968
2024-06-04,116.76479345545704
2024-06-05,116.77193332242769
2024-06-06,115.14893028934557
2024-06-07,114.23059967232552
2024-06-10,112.79927888601901
2024-06-11,113.25859950981703
2024-06-12,113.76984180257887
2024-06-13,113.5403321696906
2024-06-14,113.0350196755362
2024-06-17,112.70679906364012
2024-06-18,111.63511894017779
2024-06-20,111.07693434022258
2024-06-21,111.95252775351832
2024-06-24,112.19579322101822
2024-06-25,113.32542217387413
2024-06-26,111.08208988052866
2024-06-27,110.83308933806597
