Date,Predicted
2024-03-28,73.17093424394558
2024-04-01,73.79947907344135
2024-04-02,72.49457888904527
2024-04-03,72.74554988211675
2024-04-04,72.18871786113628
2024-04-05,69.86288448182155
2024-04-08,73.6968023499314
2024-04-09,69.34093751826576
2024-04-10,70.90412657248726
2024-04-11,71.25288179980568
2024-04-12,72.6217240180533
2024-04-15,70.45551927441244
2024-04-16,71.2665760023957
2024-04-17,72.06039877307245
2024-04-18,67.96793579026715
2024-04-19,72.25283867047854
2024-04-22,60.74951184183055
2024-04-23,73.31549210575083
2024-04-24,63.69977225517121
2024-04-25,69.0753486492355
2024-04-26,67.64910758009712
2024-04-29,71.43174667828225
2024-04-30,69.45412028144769
2024-05-01,71.20526196825791
2024-05-02,67.14117065583164
2024-05-03,72.979352468895
2024-05-06,70.05033654303624
2024-05-07,74.99213804557337
2024-05-08,70.61234709406487
2024-05-09,75.0173036754853
2024-05-10,70.21320697427538
2024-05-13,75.36312698475572
2024-05-14,71.26657004321267
2024-05-15,75.20606079778231
2024-05-16,74.32651517929995
2024-05-17,75.57591749219004
2024-05-20,73.64061917237761
2024-05-21,77.36311223629772
2024-05-22,74.29898375372734
2024-05-23,76.34972932627096
2024-05-24,81.12322562265072
2024-05-28,79.68006643290614
2024-05-29,86.49232438476751
2024-05-30,82.74400422161976
2024-05-31,84.33939670090497
2024-06-03,83.29379844744844
2024-06-04,87.82448783150011
2024-06-05,84.8471488904967
2024-06-06,90.99623320030766
2024-06-07,85.42153070548393
2024-06-10,91.6414697014547
2024-06-11,86.62962396164907
2024-06-12,90.77144089826224
2024-06-13,90.48279595011068
2024-06-14,93.19150087955838
2024-06-17,92.86306050717005
2024-06-18,93.45437236112953
2024-06-20,96.17743296248294
2024-06-21,90.55925226831339
2024-06-24,94.86470837077584
2024-06-25,85.24421521459371
2024-06-26,96.74671371680131
2024-06-27,86.67415693639022
