Date,Predicted
2024-03-28,273.98590452599456
2024-04-01,274.10625461694144
2024-04-02,273.7513041068596
2024-04-03,273.29941545832844
2024-04-04,272.8564360068558
2024-04-05,269.84535519304336
2024-04-08,272.51188799674856
2024-04-09,272.10955675685545
2024-04-10,270.88170741678914
2024-04-11,270.0314612327347
2024-04-12,270.1180474916473
2024-04-15,271.18993526275153
2024-04-16,267.47598966963415
2024-04-17,267.40228631214995
2024-04-18,269.0296827680286
2024-04-19,266.856927025161
2024-04-22,265.6165491267311
2024-04-23,268.1465079891641
2024-04-24,269.9188054483384
2024-04-25,272.46708890926675
2024-04-26,268.1894088102272
2024-04-29,270.56244431537925
2024-04-30,267.11190217052354
2024-05-01,264.77584489520814
2024-05-02,263.970853382576
2024-05-03,264.35364513346576
2024-05-06,264.5860941839928
2024-05-07,268.26731366405147
2024-05-08,271.2974783829268
2024-05-09,271.5446073604253
2024-05-10,272.62479688333406
2024-05-13,275.2752323878085
2024-05-14,274.17168153284
2024-05-15,271.4481754263543
2024-05-16,276.1052303967299
2024-05-17,275.8369673864363
2024-05-20,274.8158012940403
2024-05-21,273.74543213607103
2024-05-22,270.9410345699289
2024-05-23,271.61076827267243
2024-05-24,269.94366008331417
2024-05-28,270.23758765558887
2024-05-29,266.96884881320875
2024-05-30,265.08020027767634
2024-05-31,267.1928695608367
2024-06-03,267.7289399974834
2024-06-04,266.1261450743914
2024-06-05,267.6541229903669
2024-06-06,269.7821049559716
2024-06-07,271.5539468312054
2024-06-10,273.5080982132931
2024-06-11,269.3110311615019
2024-06-12,269.04360338843253
2024-06-13,267.22589939652244
2024-06-14,266.73791837581666
2024-06-17,266.7252126459207
2024-06-18,266.909217937442
2024-06-20,269.46370240200486
2024-06-21,271.676195188571
2024-06-24,270.5515103008074
2024-06-25,272.32120080743334
2024-06-26,269.92900546656165
2024-06-27,269.32077559578465
