Date,Predicted
2024-03-28,488.0608457757449
2024-04-01,482.37255097443773
2024-04-02,487.1093950226605
2024-04-03,489.2721777226421
2024-04-04,497.102350494934
2024-04-05,501.23569900605213
2024-04-08,511.19861106998593
2024-04-09,505.7225240185863
2024-04-10,503.98111059197214
2024-04-11,507.26437153505054
2024-04-12,510.8994335549988
2024-04-15,501.4716292444205
2024-04-16,494.2762519859826
2024-04-17,496.4893735780111
2024-04-18,488.43907286704786
2024-04-19,498.7932346403482
2024-04-22,474.5095931900033
2024-04-23,480.5776381958372
2024-04-24,492.4986646203029
2024-04-25,483.76044982180525
2024-04-26,424.92445179967086
2024-04-29,446.3679820994053
2024-04-30,435.1213140547821
2024-05-01,434.8142544288617
2024-05-02,438.95658930800033
2024-05-03,438.050108472849
2024-05-06,447.87209448574964
2024-05-07,457.1579827216993
2024-05-08,458.93705512277216
2024-05-09,463.21532785713595
2024-05-10,466.0461099392506
2024-05-13,467.3799382671728
2024-05-14,461.14983401432534
2024-05-15,465.9408628154852
2024-05-16,474.46523251735977
2024-05-17,467.30861849046784
2024-05-20,467.43675039042097
2024-05-21,465.81398748394173
2024-05-22,462.3208034607915
2024-05-23,466.59778154891507
2024-05-24,462.8062196452202
2024-05-28,473.2755287782407
2024-05-29,473.43979653942876
2024-05-30,469.7631154506399
2024-05-31,463.18558907144103
2024-06-03,461.6321658944758
2024-06-04,473.6722236173824
2024-06-05,471.4714011646361
2024-06-06,486.3295610520691
2024-06-07,484.59941866331116
2024-06-10,484.47524685773993
2024-06-11,492.5059374859466
2024-06-12,495.2877134000851
2024-06-13,497.4495441543018
2024-06-14,494.77457655498307
2024-06-17,496.2510825141458
2024-06-18,496.6783157734249
2024-06-20,491.46287147245
2024-06-21,495.0151522886841
2024-06-24,488.0558575799369
2024-06-25,494.12382643010966
2024-06-26,499.74255303491924
2024-06-27,501.3674482999118
