Date,Predicted
2024-03-28,177.43698145860463
2024-04-01,174.78668878144433
2024-04-02,172.7156885947642
2024-04-03,165.06941433703835
2024-04-04,166.32205216184005
2024-04-05,170.24017287824128
2024-04-08,164.18825064083654
2024-04-09,169.95050873408394
2024-04-10,173.99949440080334
2024-04-11,170.4917361938798
2024-04-12,171.13414026658236
2024-04-15,169.42385099292932
2024-04-16,161.57584400518806
2024-04-17,154.43373451593973
2024-04-18,153.60280711415203
2024-04-19,148.5044675921413
2024-04-22,145.9500295831588
2024-04-23,140.30869657485025
2024-04-24,141.9223913584125
2024-04-25,157.89845179318354
2024-04-26,164.51911809250265
2024-04-29,167.67544895814595
2024-04-30,190.40839838511766
2024-05-01,185.0829216032085
2024-05-02,181.93364291096157
2024-05-03,180.83504316801063
2024-05-06,181.60216689610897
2024-05-07,184.19056511741988
2024-05-08,178.02647633191714
2024-05-09,172.109893774143
2024-05-10,170.60201738936084
2024-05-13,166.45770208936963
2024-05-14,167.97976634922503
2024-05-15,172.8906564771856
2024-05-16,171.92226539092033
2024-05-17,171.08887987116367
2024-05-20,174.01571081983155
2024-05-21,173.75145120555726
2024-05-22,181.59994743037
2024-05-23,180.47495275078154
2024-05-24,175.58236724886166
2024-05-28,177.00972237124324
2024-05-29,175.59906097234986
2024-05-30,175.04297741123676
2024-05-31,177.0904584206508
2024-06-03,175.55084128927922
2024-06-04,174.87385650845027
2024-06-05,172.64398553226198
2024-06-06,171.9694708020135
2024-06-07,174.14707693983271
2024-06-10,174.96558249304914
2024-06-11,172.46467417925467
2024-06-12,168.46209443865794
2024-06-13,172.99768006972718
2024-06-14,181.6728914844682
2024-06-17,177.74968747556807
2024-06-18,183.060618404059
2024-06-20,184.7673278942621
2024-06-21,181.96224538072656
2024-06-24,182.09243017218924
2024-06-25,183.01968954661473
2024-06-26,184.45237854633672
2024-06-27,192.01166406622912
