Date,0700.HK_Close
2014-06-30,108.96343231201172
2014-07-02,113.20397186279295
2014-07-03,114.95549774169922
2014-07-04,115.3242416381836
2014-07-07,115.60079956054688
2014-07-08,115.50861358642578
2014-07-09,111.72900390625
2014-07-10,112.6508560180664
2014-07-11,112.09774780273438
2014-07-14,113.20397186279295
2014-07-15,114.1258316040039
2014-07-16,114.58675384521484
2014-07-17,113.84927368164062
2014-07-18,113.29615783691406
2014-07-21,112.00555419921876
2014-07-22,114.40238189697266
2014-07-23,114.58675384521484
2014-07-24,114.77112579345705
2014-07-25,115.1398696899414
2014-07-28,118.8272933959961
2014-07-29,120.2100830078125
2014-07-30,118.45854949951172
2014-07-31,118.36637115478516
2014-08-01,118.18199920654295
2014-08-04,119.10385131835938
2014-08-05,123.06783294677734
2014-08-06,122.51472473144533
2014-08-07,118.27418518066406
2014-08-08,119.65696716308594
2014-08-11,121.96160888671876
2014-08-12,122.88346099853516
2014-08-13,122.7912826538086
2014-08-14,119.93352508544922
2014-08-15,120.1178970336914
2014-08-18,118.735107421875
2014-08-19,119.65696716308594
2014-08-20,121.59286499023438
2014-08-21,120.48663330078124
2014-08-22,120.48663330078124
2014-08-25,119.65696716308594
2014-08-26,119.28822326660156
2014-08-27,118.36637115478516
2014-08-28,117.8132553100586
2014-08-29,116.61483764648438
2014-09-01,116.70702362060548
2014-09-02,115.87735748291016
2014-09-03,119.19603729248048
2014-09-04,119.28822326660156
2014-09-05,118.27418518066406
2014-09-08,116.24610137939452
2014-09-10,112.46648406982422
2014-09-11,112.6508560180664
2014-09-12,113.29615783691406
2014-09-15,113.75708770751952
2014-09-16,111.5446319580078
2014-09-17,114.31019592285156
2014-09-18,113.29615783691406
2014-09-19,115.41642761230467
2014-09-22,111.6368179321289
2014-09-23,109.60873413085938
2014-09-24,109.239990234375
2014-09-25,108.68687438964844
2014-09-26,107.39627838134766
2014-09-29,106.5666046142578
2014-09-30,106.47441864013672
2014-10-03,106.9353485107422
2014-10-06,110.3462142944336
2014-10-07,110.2540283203125
2014-10-08,109.239990234375
2014-10-09,108.68687438964844
2014-10-10,106.6587905883789
2014-10-13,105.46038055419922
2014-10-14,104.53852081298828
2014-10-15,105.46038055419922
2014-10-16,104.1697769165039
2014-10-17,103.89321899414062
2014-10-20,105.36819458007812
2014-10-21,106.38223266601562
2014-10-22,109.97747039794922
2014-10-23,110.2540283203125
2014-10-24,110.1618423461914
2014-10-27,108.87124633789062
2014-10-28,110.71495819091795
2014-10-29,112.18992614746094
2014-10-30,112.37429809570312
2014-10-31,113.94145965576172
2014-11-03,114.1258316040039
2014-11-04,113.11178588867188
2014-11-05,114.31019592285156
2014-11-06,113.94145965576172
2014-11-07,113.48052978515624
2014-11-10,115.87735748291016
2014-11-11,117.6288833618164
2014-11-12,119.10385131835938
2014-11-13,119.38040924072266
2014-11-14,121.59286499023438
2014-11-17,119.01166534423828
2014-11-18,115.96954345703124
2014-11-19,114.67893981933594
2014-11-20,115.87735748291016
2014-11-21,114.49456787109376
2014-11-24,115.69298553466795
2014-11-25,114.95549774169922
2014-11-26,115.87735748291016
2014-11-27,115.3242416381836
2014-11-28,114.31019592285156
2014-12-01,110.89933013916016
2014-12-02,110.2540283203125
2014-12-03,108.50250244140624
2014-12-04,108.96343231201172
2014-12-05,109.60873413085938
2014-12-08,109.3321762084961
2014-12-09,106.7509765625
2014-12-10,106.47441864013672
2014-12-11,104.53852081298828
2014-12-12,104.81507873535156
2014-12-15,103.1557388305664
2014-12-16,99.56049346923828
2014-12-17,97.0714874267578
2014-12-18,103.1557388305664
2014-12-19,106.6587905883789
2014-12-22,104.1697769165039
2014-12-23,103.98540496826172
2014-12-24,103.89321899414062
2014-12-29,104.53852081298828
2014-12-30,104.4463348388672
2014-12-31,103.70884704589844
2015-01-02,103.98540496826172
2015-01-05,104.63070678710938
2015-01-06,110.62277221679688
2015-01-07,114.67893981933594
2015-01-08,117.35232543945312
2015-01-09,117.26013946533205
2015-01-12,117.16795349121094
2015-01-13,117.8132553100586
2015-01-14,116.15391540527344
2015-01-15,116.98358154296876
2015-01-16,112.37429809570312
2015-01-19,113.38834381103516
2015-01-20,114.40238189697266
2015-01-21,118.6429214477539
2015-01-22,121.3163070678711
2015-01-23,122.33035278320312
2015-01-26,126.2943344116211
2015-01-27,125.37247467041016
2015-01-28,126.2021484375
2015-01-29,124.08187866210938
2015-01-30,121.68505096435548
2015-02-02,125.18810272216795
2015-02-03,124.54280853271484
2015-02-04,123.43657684326172
2015-02-05,124.63499450683594
2015-02-06,123.713134765625
2015-02-09,122.23816680908205
2015-02-10,122.6069107055664
2015-02-11,121.3163070678711
2015-02-12,119.47259521484376
2015-02-13,120.02571105957033
2015-02-16,120.3022689819336
2015-02-17,120.57881927490234
2015-02-18,119.74915313720705
2015-02-23,124.26625061035156
2015-02-24,124.54280853271484
2015-02-25,125.18810272216795
2015-02-26,125.00373077392578
2015-02-27,125.28028869628906
2015-03-02,126.0177764892578
2015-03-03,124.72718048095705
2015-03-04,122.88346099853516
2015-03-05,121.77723693847656
2015-03-06,121.4084930419922
2015-03-09,121.86942291259766
2015-03-10,120.85537719726562
2015-03-11,121.4084930419922
2015-03-12,121.50067901611328
2015-03-13,123.16001892089844
2015-03-16,125.00373077392578
2015-03-17,123.34439086914062
2015-03-18,125.28028869628906
2015-03-19,133.669189453125
2015-03-20,131.45672607421875
2015-03-23,133.8535614013672
2015-03-24,131.82546997070312
2015-03-25,131.54891967773438
2015-03-26,129.79739379882812
2015-03-27,130.81143188476562
2015-03-30,133.3926239013672
2015-03-31,135.697265625
2015-04-01,136.43475341796875
2015-04-02,138.09410095214844
2015-04-08,142.42681884765625
2015-04-09,147.40484619140625
2015-04-10,149.1563720703125
2015-04-13,157.637451171875
2015-04-14,148.60325622558594
2015-04-15,145.28457641601562
2015-04-16,147.4970245361328
2015-04-17,146.39080810546875
2015-04-20,141.13621520996094
2015-04-21,146.6673583984375
2015-04-22,149.9860382080078
2015-04-23,148.3267059326172
2015-04-24,148.9720001220703
2015-04-27,149.89385986328125
2015-04-28,150.8157196044922
2015-04-29,151.36883544921875
2015-04-30,148.3267059326172
2015-05-04,145.6533203125
2015-05-05,145.28457641601562
2015-05-06,143.80960083007812
2015-05-07,141.04403686523438
2015-05-08,141.9658966064453
2015-05-11,146.20643615722656
2015-05-12,144.73146057128906
2015-05-13,144.54708862304688
2015-05-14,148.69544982910156
2015-05-15,149.61729431152344
2015-05-18,148.51107788085938
2015-05-19,148.78762817382812
2015-05-20,146.20643615722656
2015-05-21,144.54708862304688
2015-05-22,146.39080810546875
2015-05-26,146.39080810546875
2015-05-27,145.56112670898438
2015-05-28,143.07211303710938
2015-05-29,143.53305053710938
2015-06-01,143.90179443359375
2015-06-02,144.91583251953125
2015-06-03,145.74549865722656
2015-06-04,145.4689483642578
2015-06-05,142.61119079589844
2015-06-08,142.9799346923828
2015-06-09,142.88775634765625
2015-06-10,141.22840881347656
2015-06-11,142.24244689941406
2015-06-12,144.91583251953125
2015-06-15,143.07211303710938
2015-06-16,142.05807495117188
2015-06-17,142.24244689941406
2015-06-18,142.24244689941406
2015-06-19,142.1502685546875
2015-06-22,144.73146057128906
2015-06-23,145.74549865722656
2015-06-24,150.90789794921875
2015-06-25,149.3407440185547
2015-06-26,147.40484619140625
2015-06-29,141.13621520996094
2015-06-30,142.61119079589844
2015-07-02,144.27053833007812
2015-07-03,142.9799346923828
2015-07-06,135.05197143554688
2015-07-07,133.3926239013672
2015-07-08,124.26625061035156
2015-07-09,134.59103393554688
2015-07-10,137.26441955566406
2015-07-13,138.73939514160156
2015-07-14,139.8456268310547
2015-07-15,138.27847290039062
2015-07-16,138.27847290039062
2015-07-17,141.59715270996094
2015-07-20,143.3486785888672
2015-07-21,144.3627166748047
2015-07-22,142.42681884765625
2015-07-23,142.42681884765625
2015-07-24,139.6612548828125
2015-07-27,134.22230529785156
2015-07-28,135.05197143554688
2015-07-29,133.11607360839844
2015-07-30,131.64109802246094
2015-07-31,133.3926239013672
2015-08-03,132.74732971191406
2015-08-04,131.82546997070312
2015-08-05,131.27235412597656
2015-08-06,129.8895721435547
2015-08-07,130.9958038330078
2015-08-10,131.64109802246094
2015-08-11,129.79739379882812
2015-08-12,124.35843658447266
2015-08-13,132.83950805664062
2015-08-14,132.1942138671875
2015-08-17,130.9036102294922
2015-08-18,128.5067901611328
2015-08-19,128.691162109375
2015-08-20,125.55684661865234
2015-08-21,121.1319351196289
2015-08-24,115.2320556640625
2015-08-25,120.67100524902344
2015-08-26,118.5507354736328
2015-08-27,121.86942291259766
2015-08-28,120.48663330078124
2015-08-31,121.50067901611328
2015-09-01,117.26013946533205
2015-09-02,117.44451141357422
2015-09-04,117.44451141357422
2015-09-07,116.52265167236328
2015-09-08,119.28822326660156
2015-09-09,123.16001892089844
2015-09-10,118.5507354736328
2015-09-11,117.44451141357422
2015-09-14,117.8132553100586
2015-09-15,120.94756317138672
2015-09-16,124.81936645507812
2015-09-17,123.8053207397461
2015-09-18,124.72718048095705
2015-09-21,123.34439086914062
2015-09-22,121.68505096435548
2015-09-23,120.67100524902344
2015-09-24,120.48663330078124
2015-09-25,120.76319122314452
2015-09-29,117.35232543945312
2015-09-30,119.19603729248048
2015-10-02,124.91154479980467
2015-10-05,128.78334045410156
2015-10-06,128.691162109375
2015-10-07,130.9036102294922
2015-10-08,130.9958038330078
2015-10-09,130.81143188476562
2015-10-12,132.74732971191406
2015-10-13,131.73329162597656
2015-10-14,131.45672607421875
2015-10-15,133.669189453125
2015-10-16,135.14414978027344
2015-10-19,135.60508728027344
2015-10-20,135.42071533203125
2015-10-22,134.8675994873047
