Date,7203.T_Close
2014-06-30,1216.800048828125
2014-07-01,1233.800048828125
2014-07-02,1241.800048828125
2014-07-03,1233.5999755859375
2014-07-04,1240.199951171875
2014-07-07,1234.0
2014-07-08,1226.199951171875
2014-07-09,1212.4000244140625
2014-07-10,1200.5999755859375
2014-07-11,1196.199951171875
2014-07-14,1204.199951171875
2014-07-15,1204.5999755859375
2014-07-16,1208.800048828125
2014-07-17,1209.800048828125
2014-07-18,1201.199951171875
2014-07-22,1205.4000244140625
2014-07-23,1209.199951171875
2014-07-24,1214.0
2014-07-25,1221.4000244140625
2014-07-28,1226.5999755859375
2014-07-29,1226.5999755859375
2014-07-30,1228.199951171875
2014-07-31,1227.4000244140625
2014-08-01,1217.4000244140625
2014-08-04,1208.199951171875
2014-08-05,1208.4000244140625
2014-08-06,1197.800048828125
2014-08-07,1205.5999755859375
2014-08-08,1181.0
2014-08-11,1188.0
2014-08-12,1198.0
2014-08-13,1199.800048828125
2014-08-14,1201.800048828125
2014-08-15,1198.199951171875
2014-08-18,1195.0
2014-08-19,1197.0
2014-08-20,1190.199951171875
2014-08-21,1198.0
2014-08-22,1188.5999755859375
2014-08-25,1197.0
2014-08-26,1198.0
2014-08-27,1195.800048828125
2014-08-28,1187.0
2014-08-29,1185.5999755859375
2014-09-01,1191.199951171875
2014-09-02,1212.0
2014-09-03,1215.4000244140625
2014-09-04,1217.4000244140625
2014-09-05,1223.0
2014-09-08,1221.4000244140625
2014-09-09,1225.4000244140625
2014-09-10,1234.0
2014-09-11,1243.5999755859375
2014-09-12,1260.5999755859375
2014-09-16,1261.0
2014-09-17,1261.800048828125
2014-09-18,1289.0
2014-09-19,1298.800048828125
2014-09-22,1298.4000244140625
2014-09-24,1284.5999755859375
2014-09-25,1310.0
2014-09-26,1290.5999755859375
2014-09-29,1297.5999755859375
2014-09-30,1292.5999755859375
2014-10-01,1300.0
2014-10-02,1255.0
2014-10-03,1258.0
2014-10-06,1276.5999755859375
2014-10-07,1273.199951171875
2014-10-08,1250.4000244140625
2014-10-09,1248.0
2014-10-10,1244.0
2014-10-14,1195.5999755859375
2014-10-15,1198.0
2014-10-16,1175.800048828125
2014-10-17,1146.199951171875
2014-10-20,1205.5999755859375
2014-10-21,1186.199951171875
2014-10-22,1206.800048828125
2014-10-23,1209.0
2014-10-24,1230.199951171875
2014-10-27,1239.0
2014-10-28,1234.4000244140625
2014-10-29,1252.4000244140625
2014-10-30,1252.0
2014-10-31,1299.5999755859375
2014-11-04,1360.0
2014-11-05,1361.5999755859375
2014-11-06,1362.4000244140625
2014-11-07,1363.4000244140625
2014-11-10,1342.4000244140625
2014-11-11,1362.5999755859375
2014-11-12,1367.800048828125
2014-11-13,1386.0
2014-11-14,1393.800048828125
2014-11-17,1365.0
2014-11-18,1399.5999755859375
2014-11-19,1405.0
2014-11-20,1419.5999755859375
2014-11-21,1417.800048828125
2014-11-25,1438.0
2014-11-26,1436.0
2014-11-27,1429.4000244140625
2014-11-28,1462.800048828125
2014-12-01,1485.800048828125
2014-12-02,1505.4000244140625
2014-12-03,1518.4000244140625
2014-12-04,1546.0
2014-12-05,1548.4000244140625
2014-12-08,1571.5999755859375
2014-12-09,1551.199951171875
2014-12-10,1504.5999755859375
2014-12-11,1496.199951171875
2014-12-12,1500.0
2014-12-15,1462.199951171875
2014-12-16,1442.800048828125
2014-12-17,1428.5999755859375
2014-12-18,1450.0
2014-12-19,1512.4000244140625
2014-12-22,1507.0
2014-12-24,1531.4000244140625
2014-12-25,1522.199951171875
2014-12-26,1539.199951171875
2014-12-29,1532.4000244140625
2014-12-30,1511.5999755859375
2015-01-05,1501.4000244140625
2015-01-06,1460.0
2015-01-07,1481.4000244140625
2015-01-08,1510.800048828125
2015-01-09,1521.800048828125
2015-01-13,1503.800048828125
2015-01-14,1479.199951171875
2015-01-15,1505.199951171875
2015-01-16,1502.800048828125
2015-01-19,1493.0
2015-01-20,1531.800048828125
2015-01-21,1517.5999755859375
2015-01-22,1517.0
2015-01-23,1537.0
2015-01-26,1545.0
2015-01-27,1565.0
2015-01-28,1563.5999755859375
2015-01-29,1545.800048828125
2015-01-30,1529.0
2015-02-02,1532.0
2015-02-03,1510.0
2015-02-04,1545.5999755859375
2015-02-05,1530.800048828125
2015-02-06,1524.5999755859375
2015-02-09,1540.0
2015-02-10,1542.5999755859375
2015-02-12,1570.199951171875
2015-02-13,1561.5999755859375
2015-02-16,1565.800048828125
2015-02-17,1560.4000244140625
2015-02-18,1591.800048828125
2015-02-19,1599.5999755859375
2015-02-20,1615.5999755859375
2015-02-23,1626.0
2015-02-24,1640.199951171875
2015-02-25,1625.4000244140625
2015-02-26,1625.199951171875
2015-02-27,1612.5999755859375
2015-03-02,1625.0
2015-03-03,1627.199951171875
2015-03-04,1622.4000244140625
2015-03-05,1612.5999755859375
2015-03-06,1638.0
2015-03-09,1638.5999755859375
2015-03-10,1635.5999755859375
2015-03-11,1631.5999755859375
2015-03-12,1651.5999755859375
2015-03-13,1651.4000244140625
2015-03-16,1656.0
2015-03-17,1667.5999755859375
2015-03-18,1692.5999755859375
2015-03-19,1698.199951171875
2015-03-20,1719.5999755859375
2015-03-23,1748.199951171875
2015-03-24,1737.800048828125
2015-03-25,1739.0
2015-03-26,1721.0
2015-03-27,1696.199951171875
2015-03-30,1685.199951171875
2015-03-31,1676.5999755859375
2015-04-01,1647.199951171875
2015-04-02,1675.4000244140625
2015-04-03,1685.199951171875
2015-04-06,1666.5999755859375
2015-04-07,1682.0
2015-04-08,1674.4000244140625
2015-04-09,1673.4000244140625
2015-04-10,1665.199951171875
2015-04-13,1649.5999755859375
2015-04-14,1657.0
2015-04-15,1654.5999755859375
2015-04-16,1661.800048828125
2015-04-17,1659.4000244140625
2015-04-20,1652.4000244140625
2015-04-21,1689.4000244140625
2015-04-22,1692.4000244140625
2015-04-23,1695.5999755859375
2015-04-24,1682.5999755859375
2015-04-27,1668.0
2015-04-28,1703.0
2015-04-30,1671.5999755859375
2015-05-01,1663.0
2015-05-07,1642.800048828125
2015-05-08,1655.800048828125
2015-05-11,1647.0
2015-05-12,1656.800048828125
2015-05-13,1639.199951171875
2015-05-14,1635.800048828125
2015-05-15,1659.199951171875
2015-05-18,1670.4000244140625
2015-05-19,1672.800048828125
2015-05-20,1681.0
2015-05-21,1684.5999755859375
2015-05-22,1669.199951171875
2015-05-25,1691.800048828125
2015-05-26,1690.199951171875
2015-05-27,1699.199951171875
2015-05-28,1727.4000244140625
2015-05-29,1720.800048828125
2015-06-01,1704.0
2015-06-02,1702.800048828125
2015-06-03,1703.0
2015-06-04,1705.4000244140625
2015-06-05,1694.0
2015-06-08,1671.5999755859375
2015-06-09,1643.0
2015-06-10,1636.4000244140625
2015-06-11,1664.4000244140625
2015-06-12,1678.800048828125
2015-06-15,1681.800048828125
2015-06-16,1679.0
2015-06-17,1662.199951171875
2015-06-18,1636.800048828125
2015-06-19,1646.800048828125
2015-06-22,1659.4000244140625
2015-06-23,1695.0
2015-06-24,1689.800048828125
2015-06-25,1667.5999755859375
2015-06-26,1666.5999755859375
2015-06-29,1630.199951171875
2015-06-30,1640.5999755859375
2015-07-01,1628.0
2015-07-02,1630.5999755859375
2015-07-03,1636.4000244140625
2015-07-06,1613.4000244140625
2015-07-07,1623.199951171875
2015-07-08,1586.199951171875
2015-07-09,1579.5999755859375
2015-07-10,1585.0
2015-07-13,1622.5999755859375
2015-07-14,1640.199951171875
2015-07-15,1654.5999755859375
2015-07-16,1686.4000244140625
2015-07-17,1669.0
2015-07-21,1675.199951171875
2015-07-22,1655.5999755859375
2015-07-23,1655.4000244140625
2015-07-24,1655.4000244140625
2015-07-27,1636.5999755859375
2015-07-28,1615.4000244140625
2015-07-29,1622.4000244140625
2015-07-30,1632.5999755859375
2015-07-31,1650.5999755859375
2015-08-03,1640.0
2015-08-04,1624.199951171875
2015-08-05,1586.0
2015-08-06,1606.5999755859375
2015-08-07,1623.5999755859375
2015-08-10,1628.800048828125
2015-08-11,1624.4000244140625
2015-08-12,1597.4000244140625
2015-08-13,1588.199951171875
2015-08-14,1589.0
2015-08-17,1586.4000244140625
2015-08-18,1593.4000244140625
2015-08-19,1579.4000244140625
2015-08-20,1546.4000244140625
2015-08-21,1500.0
2015-08-24,1398.800048828125
2015-08-25,1345.0
2015-08-26,1384.0
2015-08-27,1405.199951171875
2015-08-28,1469.199951171875
2015-08-31,1438.4000244140625
2015-09-01,1400.0
2015-09-02,1403.0
2015-09-03,1437.0
2015-09-04,1400.800048828125
2015-09-07,1417.800048828125
2015-09-08,1410.0
2015-09-09,1498.199951171875
2015-09-10,1435.0
2015-09-11,1414.4000244140625
2015-09-14,1401.4000244140625
2015-09-15,1432.199951171875
