Date,Open,High,Low,Close,Adj Close,Volume
2014-06-30,140.9499969482422,142.35000610351562,140.5,140.8000030517578,118.46748352050781,648871
2014-07-01,140.5,141.25,140.0500030517578,141.0,118.63577270507812,445701
2014-07-02,141.3000030517578,141.39999389648438,139.4499969482422,139.9499969482422,117.75230407714844,582004
2014-07-03,140.0,141.85000610351562,139.1999969482422,141.85000610351562,119.35092163085938,719810
2014-07-04,142.0,142.0,140.64999389648438,140.85000610351562,118.5095443725586,421224
2014-07-07,140.85000610351562,141.5,139.39999389648438,139.64999389648438,117.49987030029297,416284
2014-07-08,139.9499969482422,140.35000610351562,138.4499969482422,138.4499969482422,116.49020385742188,444400
2014-07-09,138.89999389648438,139.75,137.89999389648438,139.5,117.37364196777344,565701
2014-07-10,139.6999969482422,141.3000030517578,138.6999969482422,139.35000610351562,117.2474594116211,792522
2014-07-11,139.64999389648438,140.0,138.39999389648438,139.35000610351562,117.2474594116211,428508
2014-07-14,139.39999389648438,140.60000610351562,139.0,140.35000610351562,118.08885955810547,421097
2014-07-15,140.25,140.5,138.35000610351562,138.6999969482422,116.70054626464844,694928
2014-07-16,139.4499969482422,140.14999389648438,138.8000030517578,140.0,117.79436492919922,497857
2014-07-17,139.4499969482422,140.14999389648438,138.35000610351562,138.5500030517578,116.57434844970703,570190
2014-07-18,138.0500030517578,138.39999389648438,136.4499969482422,138.39999389648438,116.44813537597656,1019779
2014-07-21,138.25,139.0500030517578,137.35000610351562,138.4499969482422,116.49020385742188,575549
2014-07-22,139.14999389648438,139.39999389648438,137.85000610351562,139.25,117.16332244873047,620547
2014-07-23,138.64999389648438,140.0,138.64999389648438,139.8000030517578,117.62608337402344,579867
2014-07-24,140.5,141.9499969482422,139.10000610351562,141.25,118.84612274169922,632668
2014-07-25,135.0,135.0,131.10000610351562,131.64999389648438,110.76875305175781,2810499
2014-07-28,132.75,132.85000610351562,131.0,131.5500030517578,110.68463134765625,911123
2014-07-29,131.39999389648438,132.6999969482422,131.14999389648438,131.6999969482422,110.8108139038086,740754
2014-07-30,131.89999389648438,132.0,129.75,130.25,109.59081268310547,870287
2014-07-31,130.1999969482422,130.4499969482422,128.25,128.60000610351562,108.2025375366211,1253627
2014-08-01,129.10000610351562,129.5500030517578,127.3499984741211,128.25,107.90804290771484,972276
2014-08-04,129.0,129.10000610351562,127.0,127.44999694824219,107.23493957519531,732755
2014-08-05,128.0,129.89999389648438,127.5,129.75,109.1701431274414,956175
2014-08-06,129.1999969482422,129.89999389648438,128.0500030517578,129.4499969482422,108.9177017211914,667747
2014-08-07,129.64999389648438,129.64999389648438,126.69999694824219,126.94999694824219,106.81422424316406,903923
2014-08-08,126.30000305175781,126.80000305175781,124.69999694824219,126.6500015258789,106.56182098388672,1027044
2014-08-11,127.8499984741211,128.5,126.8499984741211,127.6500015258789,107.4031982421875,652377
2014-08-12,127.3499984741211,128.64999389648438,127.05000305175781,127.9000015258789,107.61355590820312,665746
2014-08-13,128.6999969482422,128.85000610351562,128.0,128.5,108.11837768554688,448914
2014-08-14,127.5,128.60000610351562,126.5,128.1999969482422,107.865966796875,543530
2014-08-15,128.1999969482422,129.25,126.6500015258789,127.19999694824219,107.02457427978516,841730
2014-08-18,128.5500030517578,129.4499969482422,128.4499969482422,128.5,108.11837768554688,540079
2014-08-19,128.89999389648438,129.8000030517578,128.5,129.64999389648438,109.08598327636719,458547
2014-08-20,129.89999389648438,130.10000610351562,128.85000610351562,129.85000610351562,109.25426483154297,545087
2014-08-21,130.39999389648438,131.25,130.10000610351562,130.64999389648438,109.92738342285156,649297
2014-08-22,130.85000610351562,130.9499969482422,128.64999389648438,129.5,108.95977783203125,757850
2014-08-25,130.64999389648438,131.85000610351562,129.8000030517578,131.85000610351562,110.93704986572266,461260
2014-08-26,131.6999969482422,133.4499969482422,131.60000610351562,133.14999389648438,112.03082275390625,697355
2014-08-27,132.89999389648438,133.1999969482422,132.39999389648438,132.6999969482422,111.65220642089844,489060
2014-08-28,131.85000610351562,132.39999389648438,131.35000610351562,131.8000030517578,110.89496612548828,651451
2014-08-29,132.25,132.5500030517578,130.89999389648438,132.0500030517578,111.10531616210938,585628
2014-09-01,132.14999389648438,133.5,131.9499969482422,132.89999389648438,111.82048797607422,368654
2014-09-02,133.85000610351562,134.14999389648438,132.4499969482422,133.0500030517578,111.94672393798828,389262
2014-09-03,134.9499969482422,138.1999969482422,134.9499969482422,136.89999389648438,115.18605041503906,1578323
2014-09-04,136.5500030517578,137.89999389648438,135.25,137.60000610351562,115.77503204345703,1169425
2014-09-05,136.9499969482422,137.35000610351562,135.89999389648438,136.64999389648438,114.97570037841797,678711
2014-09-08,137.0,137.0,134.85000610351562,136.25,114.63916015625,614750
2014-09-09,135.75,137.0,135.5500030517578,135.9499969482422,114.38672637939453,536721
2014-09-10,135.3000030517578,136.1999969482422,135.0,135.89999389648438,114.34468078613281,533305
2014-09-11,136.89999389648438,137.14999389648438,134.85000610351562,136.8000030517578,115.10191345214844,828018
2014-09-12,137.1999969482422,137.1999969482422,135.0500030517578,136.1999969482422,114.59707641601562,512729
2014-09-15,136.10000610351562,137.89999389648438,136.10000610351562,136.8000030517578,115.10191345214844,553515
2014-09-16,136.5,136.5,135.35000610351562,135.64999389648438,114.13428497314453,632157
2014-09-17,135.0500030517578,135.60000610351562,134.10000610351562,134.64999389648438,113.29293823242188,812595
2014-09-18,135.0,135.85000610351562,134.4499969482422,135.64999389648438,114.13428497314453,563992
