Date,UNH_Close
2014-06-30,81.75
2014-07-01,81.88999938964844
2014-07-02,82.48999786376953
2014-07-03,83.3499984741211
2014-07-07,82.22000122070312
2014-07-08,81.93000030517578
2014-07-09,82.73999786376953
2014-07-10,82.08000183105469
2014-07-11,82.87000274658203
2014-07-14,84.2699966430664
2014-07-15,83.9000015258789
2014-07-16,83.76000213623047
2014-07-17,85.11000061035156
2014-07-18,85.5199966430664
2014-07-21,85.05999755859375
2014-07-22,86.05000305175781
2014-07-23,85.94000244140625
2014-07-24,85.68000030517578
2014-07-25,84.68000030517578
2014-07-28,85.75
2014-07-29,84.2699966430664
2014-07-30,82.94999694824219
2014-07-31,81.05000305175781
2014-08-01,81.48999786376953
2014-08-04,82.2699966430664
2014-08-05,80.98999786376953
2014-08-06,81.5
2014-08-07,79.26000213623047
2014-08-08,80.12000274658203
2014-08-11,79.87000274658203
2014-08-12,80.22000122070312
2014-08-13,81.51000213623047
2014-08-14,81.81999969482422
2014-08-15,81.47000122070312
2014-08-18,82.33999633789062
2014-08-19,83.47000122070312
2014-08-20,83.43000030517578
2014-08-21,83.7699966430664
2014-08-22,83.77999877929688
2014-08-25,84.23999786376953
2014-08-26,85.12000274658203
2014-08-27,86.37999725341797
2014-08-28,86.33999633789062
2014-08-29,86.68000030517578
2014-09-02,86.38999938964844
2014-09-03,86.79000091552734
2014-09-04,87.05999755859375
2014-09-05,87.75
2014-09-08,87.91000366210938
2014-09-09,88.55999755859375
2014-09-10,87.25
2014-09-11,87.08000183105469
2014-09-12,86.18000030517578
2014-09-15,86.02999877929688
2014-09-16,87.16000366210938
2014-09-17,86.98999786376953
2014-09-18,87.62999725341797
2014-09-19,87.80000305175781
2014-09-22,87.7699966430664
2014-09-23,86.58999633789062
2014-09-24,88.20999908447266
2014-09-25,86.18000030517578
2014-09-26,86.5999984741211
2014-09-29,86.51000213623047
2014-09-30,86.25
2014-10-01,84.87999725341797
2014-10-02,84.9000015258789
2014-10-03,86.0199966430664
2014-10-06,85.08999633789062
2014-10-07,84.19000244140625
2014-10-08,86.62000274658203
2014-10-09,84.94000244140625
2014-10-10,85.38999938964844
2014-10-13,83.94999694824219
2014-10-14,82.81999969482422
2014-10-15,82.16000366210938
2014-10-16,85.38999938964844
2014-10-17,88.18000030517578
2014-10-20,88.54000091552734
2014-10-21,90.9499969482422
2014-10-22,89.7699966430664
2014-10-23,90.66000366210938
2014-10-24,91.63999938964844
2014-10-27,92.12999725341795
2014-10-28,92.63999938964844
2014-10-29,92.95999908447266
2014-10-30,93.87999725341795
2014-10-31,95.01000213623048
2014-11-03,94.86000061035156
2014-11-04,94.9800033569336
2014-11-05,95.8000030517578
2014-11-06,96.20999908447266
2014-11-07,93.61000061035156
2014-11-10,94.75
2014-11-11,95.69000244140624
2014-11-12,95.68000030517578
2014-11-13,95.9000015258789
2014-11-14,95.11000061035156
2014-11-17,96.47000122070312
2014-11-18,98.19000244140624
2014-11-19,96.86000061035156
2014-11-20,96.8499984741211
2014-11-21,96.70999908447266
2014-11-24,96.9000015258789
2014-11-25,97.9000015258789
2014-11-26,98.11000061035156
2014-11-28,98.62999725341795
2014-12-01,99.05999755859376
2014-12-02,99.83000183105467
2014-12-03,100.8000030517578
2014-12-04,99.66999816894533
2014-12-05,100.33000183105467
2014-12-08,99.91999816894533
2014-12-09,101.0199966430664
2014-12-10,99.08999633789062
2014-12-11,99.7300033569336
2014-12-12,98.76000213623048
2014-12-15,98.2699966430664
2014-12-16,95.8499984741211
2014-12-17,99.13999938964844
2014-12-18,102.23999786376952
2014-12-19,102.48999786376952
2014-12-22,103.04000091552734
2014-12-23,102.8499984741211
2014-12-24,102.68000030517578
2014-12-26,102.5500030517578
2014-12-29,102.33000183105467
2014-12-30,102.8499984741211
2014-12-31,101.08999633789062
2015-01-02,100.77999877929688
2015-01-05,99.12000274658205
2015-01-06,98.91999816894533
2015-01-07,99.93000030517578
2015-01-08,104.6999969482422
2015-01-09,103.72000122070312
2015-01-12,102.5500030517578
2015-01-13,103.06999969482422
2015-01-14,103.33000183105467
2015-01-15,104.45999908447266
2015-01-16,105.7699966430664
2015-01-20,105.62000274658205
2015-01-21,109.31999969482422
2015-01-22,113.8499984741211
2015-01-23,112.0
2015-01-26,111.61000061035156
2015-01-27,110.01000213623048
2015-01-28,108.45999908447266
2015-01-29,109.38999938964844
2015-01-30,106.25
2015-02-02,107.29000091552734
2015-02-03,107.80999755859376
2015-02-04,107.91999816894533
2015-02-05,108.81999969482422
2015-02-06,107.5999984741211
2015-02-09,106.48999786376952
2015-02-10,108.97000122070312
2015-02-11,109.8499984741211
2015-02-12,109.83999633789062
2015-02-13,109.44000244140624
2015-02-17,109.76000213623048
2015-02-18,109.7699966430664
2015-02-19,110.02999877929688
2015-02-20,112.62000274658205
2015-02-23,116.4000015258789
2015-02-24,115.43000030517578
2015-02-25,114.0500030517578
2015-02-26,113.66000366210938
2015-02-27,113.62999725341795
2015-03-02,114.4000015258789
2015-03-03,112.86000061035156
2015-03-04,113.81999969482422
2015-03-05,114.79000091552734
2015-03-06,112.87999725341795
2015-03-09,114.9000015258789
2015-03-10,112.45999908447266
2015-03-11,112.72000122070312
2015-03-12,114.87999725341795
2015-03-13,115.25
2015-03-16,118.5199966430664
2015-03-17,117.5999984741211
2015-03-18,119.95999908447266
2015-03-19,120.76000213623048
2015-03-20,119.13999938964844
2015-03-23,119.04000091552734
2015-03-24,118.12000274658205
2015-03-25,116.54000091552734
2015-03-26,116.25
2015-03-27,118.01000213623048
2015-03-30,121.0
2015-03-31,118.29000091552734
2015-04-01,117.4499969482422
2015-04-02,117.36000061035156
2015-04-06,117.6999969482422
2015-04-07,117.3499984741211
2015-04-08,118.19000244140624
2015-04-09,118.5500030517578
2015-04-10,119.0
2015-04-13,119.37000274658205
2015-04-14,119.91999816894533
2015-04-15,117.31999969482422
2015-04-16,121.5999984741211
2015-04-17,118.70999908447266
2015-04-20,118.58000183105467
2015-04-21,119.27999877929688
2015-04-22,117.80999755859376
2015-04-23,118.26000213623048
2015-04-24,118.69000244140624
2015-04-27,116.23999786376952
2015-04-28,117.58999633789062
2015-04-29,113.61000061035156
2015-04-30,111.4000015258789
2015-05-01,113.1999969482422
2015-05-04,114.55999755859376
2015-05-05,113.37000274658205
2015-05-06,113.48999786376952
2015-05-07,114.76000213623048
2015-05-08,115.68000030517578
2015-05-11,114.7699966430664
2015-05-12,114.63999938964844
2015-05-13,115.86000061035156
2015-05-14,118.52999877929688
2015-05-15,119.33000183105467
2015-05-18,119.8000030517578
2015-05-19,120.5500030517578
2015-05-20,121.23999786376952
2015-05-21,120.45999908447266
2015-05-22,119.58999633789062
2015-05-26,118.23999786376952
2015-05-27,119.4499969482422
2015-05-28,119.62000274658205
2015-05-29,120.20999908447266
2015-06-01,119.86000061035156
2015-06-02,117.75
2015-06-03,118.3499984741211
2015-06-04,116.6500015258789
2015-06-05,116.52999877929688
2015-06-08,116.91000366210938
2015-06-09,116.98999786376952
2015-06-10,118.5500030517578
2015-06-11,119.31999969482422
2015-06-12,117.6500015258789
2015-06-15,118.9800033569336
2015-06-16,121.5500030517578
2015-06-17,119.73999786376952
2015-06-18,120.88999938964844
2015-06-19,120.33000183105467
2015-06-22,120.25
2015-06-23,122.73999786376952
2015-06-24,119.16999816894533
2015-06-25,122.33000183105467
2015-06-26,123.25
2015-06-29,121.19000244140624
2015-06-30,122.0
2015-07-01,123.37999725341795
2015-07-02,121.80999755859376
2015-07-06,122.16000366210938
2015-07-07,120.6999969482422
2015-07-08,118.77999877929688
2015-07-09,119.33999633789062
2015-07-10,122.1500015258789
