Date,GOOGL_Close
2014-06-30,29.23349952697754
2014-07-01,29.574499130249023
2014-07-02,29.538999557495117
2014-07-03,29.65399932861328
2014-07-07,29.538000106811523
2014-07-08,28.920000076293945
2014-07-09,29.167999267578125
2014-07-10,29.00200080871582
2014-07-11,29.332500457763672
2014-07-14,29.71299934387207
2014-07-15,29.652999877929688
2014-07-16,29.5310001373291
2014-07-17,29.041000366210938
2014-07-18,30.25550079345703
2014-07-21,29.92200088500977
2014-07-22,30.17849922180176
2014-07-23,30.25950050354004
2014-07-24,30.15049934387207
2014-07-25,29.90399932861328
2014-07-28,29.951000213623047
2014-07-29,29.697500228881836
2014-07-30,29.77199935913086
2014-07-31,28.977500915527344
2014-08-01,28.68000030517578
2014-08-04,29.113500595092773
2014-08-05,28.656999588012695
2014-08-06,28.72450065612793
2014-08-07,28.590499877929688
2014-08-08,28.89699935913086
2014-08-11,28.862499237060547
2014-08-12,28.606000900268555
2014-08-13,29.22800064086914
2014-08-14,29.232500076293945
2014-08-15,29.18549919128418
2014-08-18,29.635000228881836
2014-08-19,29.855499267578125
2014-08-20,29.77050018310547
2014-08-21,29.621000289916992
2014-08-22,29.62700080871582
2014-08-25,29.528499603271484
2014-08-26,29.4060001373291
2014-08-27,29.149999618530273
2014-08-28,29.016000747680664
2014-08-29,29.118000030517575
2014-09-02,29.431499481201172
2014-09-03,29.47599983215332
2014-09-04,29.656999588012695
2014-09-05,29.888999938964844
2014-09-08,30.081499099731445
2014-09-09,29.598499298095703
2014-09-10,29.67099952697754
2014-09-11,29.555500030517575
2014-09-12,29.2450008392334
2014-09-15,29.082000732421875
2014-09-16,29.43899917602539
2014-09-17,29.66449928283691
2014-09-18,29.863500595092773
2014-09-19,30.270000457763672
2014-09-22,29.863500595092773
2014-09-23,29.55900001525879
2014-09-24,29.92099952697754
2014-09-25,29.262500762939453
2014-09-26,29.395000457763672
2014-09-29,29.39049911499023
2014-09-30,29.420499801635746
2014-10-01,28.98150062561035
2014-10-02,29.04400062561035
2014-10-03,29.3125
2014-10-06,29.388999938964844
2014-10-07,28.704999923706055
2014-10-08,29.187000274658203
2014-10-09,28.54050064086914
2014-10-10,27.75950050354004
2014-10-13,27.237499237060547
2014-10-14,27.434499740600582
2014-10-15,27.036500930786133
2014-10-16,26.84600067138672
2014-10-17,26.148500442504883
2014-10-20,26.618999481201172
2014-10-21,26.901500701904297
2014-10-22,27.13450050354004
2014-10-23,27.6825008392334
2014-10-24,27.44499969482422
2014-10-27,27.493999481201172
2014-10-28,27.94700050354004
2014-10-29,27.92250061035156
2014-10-30,28.013500213623047
2014-10-31,28.39349937438965
2014-11-03,28.188499450683594
2014-11-04,28.20949935913086
2014-11-05,27.79750061035156
2014-11-06,27.58449935913086
2014-11-07,27.590999603271484
2014-11-10,27.911500930786133
2014-11-11,28.06450080871582
2014-11-12,27.912500381469727
2014-11-13,27.82200050354004
2014-11-14,27.75950050354004
2014-11-17,27.332000732421875
2014-11-18,27.225500106811523
2014-11-19,27.36000061035156
2014-11-20,27.187999725341797
2014-11-21,27.29450035095215
2014-11-24,27.374000549316406
2014-11-25,27.46150016784668
2014-11-26,27.386499404907227
2014-11-28,27.45400047302246
2014-12-01,26.982500076293945
2014-12-02,26.929500579833984
2014-12-03,26.848499298095703
2014-12-04,27.128999710083008
2014-12-05,26.40399932861328
2014-12-08,26.536500930786133
2014-12-09,26.805500030517575
2014-12-10,26.402000427246097
2014-12-11,26.605499267578125
2014-12-12,26.07550048828125
2014-12-15,25.79199981689453
2014-12-16,24.90800094604492
2014-12-17,25.322500228881836
2014-12-18,25.731000900268555
2014-12-19,26.00200080871582
2014-12-22,26.614999771118164
2014-12-23,26.938499450683594
2014-12-24,26.846500396728516
2014-12-26,27.076000213623047
2014-12-29,26.86549949645996
2014-12-30,26.763999938964844
2014-12-31,26.53300094604492
2015-01-02,26.477500915527344
2015-01-05,25.972999572753903
2015-01-06,25.332000732421875
