Date,V_Close
2014-06-30,52.6775016784668
2014-07-01,53.5625
2014-07-02,53.709999084472656
2014-07-03,54.127498626708984
2014-07-07,54.185001373291016
2014-07-08,53.814998626708984
2014-07-09,54.040000915527344
2014-07-10,53.8849983215332
2014-07-11,54.25
2014-07-14,55.25749969482422
2014-07-15,55.44499969482422
2014-07-16,55.66749954223633
2014-07-17,54.470001220703125
2014-07-18,55.04999923706055
2014-07-21,54.80500030517578
2014-07-22,55.314998626708984
2014-07-23,55.29999923706055
2014-07-24,55.685001373291016
2014-07-25,53.692501068115234
2014-07-28,53.55500030517578
2014-07-29,53.375
2014-07-30,53.51499938964844
2014-07-31,52.752498626708984
2014-08-01,52.95249938964844
2014-08-04,53.040000915527344
2014-08-05,52.6349983215332
2014-08-06,52.67250061035156
2014-08-07,52.2599983215332
2014-08-08,52.6150016784668
2014-08-11,52.64500045776367
2014-08-12,52.57500076293945
2014-08-13,52.85749816894531
2014-08-14,53.130001068115234
2014-08-15,52.54750061035156
2014-08-18,53.58000183105469
2014-08-19,53.75
2014-08-20,54.04999923706055
2014-08-21,53.9375
2014-08-22,54.022499084472656
2014-08-25,54.005001068115234
2014-08-26,54.182498931884766
2014-08-27,54.282501220703125
2014-08-28,53.650001525878906
2014-08-29,53.130001068115234
2014-09-02,53.682498931884766
2014-09-03,53.724998474121094
2014-09-04,53.564998626708984
2014-09-05,53.5525016784668
2014-09-08,53.942501068115234
2014-09-09,53.56999969482422
2014-09-10,54.220001220703125
2014-09-11,53.73749923706055
2014-09-12,53.5099983215332
2014-09-15,53.65999984741211
2014-09-16,54.32500076293945
2014-09-17,53.88249969482422
2014-09-18,54.11000061035156
2014-09-19,54.0625
2014-09-22,53.470001220703125
2014-09-23,53.1150016784668
2014-09-24,53.602500915527344
2014-09-25,52.6775016784668
2014-09-26,52.98500061035156
2014-09-29,52.73249816894531
2014-09-30,53.342498779296875
2014-10-01,52.502498626708984
2014-10-02,52.43000030517578
2014-10-03,52.997501373291016
2014-10-06,52.9474983215332
2014-10-07,52.01250076293945
2014-10-08,53.09000015258789
2014-10-09,51.9275016784668
2014-10-10,51.244998931884766
2014-10-13,51.06999969482422
2014-10-14,50.68000030517578
2014-10-15,50.0625
2014-10-16,50.75
2014-10-17,51.5
2014-10-20,51.962501525878906
2014-10-21,53.32749938964844
2014-10-22,52.72999954223633
2014-10-23,53.56999969482422
2014-10-24,53.369998931884766
2014-10-27,53.352500915527344
2014-10-28,54.1775016784668
2014-10-29,53.665000915527344
2014-10-30,59.162498474121094
2014-10-31,60.35749816894531
2014-11-03,60.3849983215332
2014-11-04,60.74250030517578
2014-11-05,62.38249969482422
2014-11-06,62.522499084472656
2014-11-07,63.10749816894531
2014-11-10,62.5525016784668
2014-11-11,62.432498931884766
2014-11-12,62.98749923706055
2014-11-13,62.72999954223633
2014-11-14,62.209999084472656
2014-11-17,62.45000076293945
2014-11-18,62.432498931884766
2014-11-19,62.46500015258789
2014-11-20,62.91749954223633
2014-11-21,63.55500030517578
2014-11-24,63.654998779296875
2014-11-25,64.31500244140625
2014-11-26,64.31500244140625
2014-11-28,64.54750061035156
2014-12-01,64.5374984741211
2014-12-02,65.00250244140625
2014-12-03,65.4000015258789
2014-12-04,65.28500366210938
2014-12-05,65.8375015258789
2014-12-08,65.7750015258789
2014-12-09,66.03500366210938
2014-12-10,65.43000030517578
2014-12-11,65.77999877929688
2014-12-12,64.19499969482422
2014-12-15,64.17500305175781
2014-12-16,63.352500915527344
2014-12-17,64.7699966430664
2014-12-18,66.04000091552734
2014-12-19,65.4175033569336
2014-12-22,66.05249786376953
2014-12-23,66.31500244140625
2014-12-24,66.90750122070312
2014-12-26,66.65499877929688
2014-12-29,66.35749816894531
2014-12-30,66.13749694824219
2014-12-31,65.55000305175781
2015-01-02,66.25499725341797
2015-01-05,64.7925033569336
2015-01-06,64.375
2015-01-07,65.23750305175781
2015-01-08,66.11250305175781
2015-01-09,65.13249969482422
2015-01-12,65.00499725341797
2015-01-13,65.19499969482422
2015-01-14,63.88999938964844
