Date,META_Close
2014-06-30,67.29000091552734
2014-07-01,68.05999755859375
2014-07-02,66.44999694824219
2014-07-03,66.29000091552734
2014-07-07,65.29000091552734
2014-07-08,62.7599983215332
2014-07-09,64.97000122070312
2014-07-10,64.87000274658203
2014-07-11,66.33999633789062
2014-07-14,67.9000015258789
2014-07-15,67.16999816894531
2014-07-16,67.66000366210938
2014-07-17,66.41000366210938
2014-07-18,68.41999816894531
2014-07-21,69.4000015258789
2014-07-22,69.2699966430664
2014-07-23,71.29000091552734
2014-07-24,74.9800033569336
2014-07-25,75.19000244140625
2014-07-28,74.91999816894531
2014-07-29,73.70999908447266
2014-07-30,74.68000030517578
2014-07-31,72.6500015258789
2014-08-01,72.36000061035156
2014-08-04,73.51000213623047
2014-08-05,72.69000244140625
2014-08-06,72.47000122070312
2014-08-07,73.16999816894531
2014-08-08,73.05999755859375
2014-08-11,73.44000244140625
2014-08-12,72.83000183105469
2014-08-13,73.7699966430664
2014-08-14,74.30000305175781
2014-08-15,73.62999725341797
2014-08-18,74.58999633789062
2014-08-19,75.29000091552734
2014-08-20,74.80999755859375
2014-08-21,74.56999969482422
2014-08-22,74.56999969482422
2014-08-25,75.0199966430664
2014-08-26,75.95999908447266
2014-08-27,74.62999725341797
2014-08-28,73.86000061035156
2014-08-29,74.81999969482422
2014-09-02,76.68000030517578
2014-09-03,75.83000183105469
2014-09-04,75.94999694824219
2014-09-05,77.26000213623047
2014-09-08,77.88999938964844
2014-09-09,76.66999816894531
2014-09-10,77.43000030517578
2014-09-11,77.91999816894531
2014-09-12,77.4800033569336
2014-09-15,74.58000183105469
2014-09-16,76.08000183105469
2014-09-17,76.43000030517578
2014-09-18,77.0
2014-09-19,77.91000366210938
2014-09-22,76.80000305175781
2014-09-23,78.29000091552734
2014-09-24,78.54000091552734
2014-09-25,77.22000122070312
2014-09-26,78.79000091552734
2014-09-29,79.0
2014-09-30,79.04000091552734
2014-10-01,76.55000305175781
2014-10-02,77.08000183105469
2014-10-03,77.44000244140625
2014-10-06,77.55999755859375
2014-10-07,76.29000091552734
2014-10-08,77.5199966430664
2014-10-09,75.91000366210938
2014-10-10,72.91000366210938
2014-10-13,72.98999786376953
2014-10-14,73.58999633789062
2014-10-15,73.20999908447266
2014-10-16,72.62999725341797
2014-10-17,75.94999694824219
2014-10-20,76.94999694824219
2014-10-21,78.69000244140625
2014-10-22,78.37000274658203
2014-10-23,80.04000091552734
2014-10-24,80.66999816894531
2014-10-27,80.27999877929688
2014-10-28,80.7699966430664
2014-10-29,75.86000061035156
2014-10-30,74.11000061035156
2014-10-31,74.98999786376953
2014-11-03,73.87999725341797
2014-11-04,75.76000213623047
2014-11-05,74.83000183105469
2014-11-06,75.26000213623047
2014-11-07,75.5999984741211
2014-11-10,75.0
2014-11-11,74.61000061035156
2014-11-12,74.72000122070312
2014-11-13,74.25
2014-11-14,74.87999725341797
2014-11-17,74.23999786376953
2014-11-18,74.33999633789062
2014-11-19,73.33000183105469
2014-11-20,73.5999984741211
2014-11-21,73.75
2014-11-24,74.01000213623047
2014-11-25,75.62999725341797
2014-11-26,77.62000274658203
2014-11-28,77.69999694824219
2014-12-01,75.0999984741211
2014-12-02,75.45999908447266
2014-12-03,74.87999725341797
2014-12-04,75.23999786376953
2014-12-05,76.36000061035156
2014-12-08,76.5199966430664
2014-12-09,76.83999633789062
2014-12-10,76.18000030517578
2014-12-11,77.7300033569336
2014-12-12,77.83000183105469
2014-12-15,76.98999786376953
2014-12-16,74.69000244140625
2014-12-17,76.11000061035156
2014-12-18,78.4000015258789
2014-12-19,79.87999725341797
2014-12-22,81.44999694824219
2014-12-23,80.61000061035156
2014-12-24,80.7699966430664
2014-12-26,80.77999877929688
2014-12-29,80.0199966430664
2014-12-30,79.22000122070312
2014-12-31,78.0199966430664
2015-01-02,78.44999694824219
2015-01-05,77.19000244140625
2015-01-06,76.1500015258789
2015-01-07,76.1500015258789
2015-01-08,78.18000030517578
2015-01-09,77.73999786376953
2015-01-12,76.72000122070312
2015-01-13,76.44999694824219
2015-01-14,76.27999877929688
2015-01-15,74.05000305175781
2015-01-16,75.18000030517578
2015-01-20,76.23999786376953
2015-01-21,76.73999786376953
2015-01-22,77.6500015258789
2015-01-23,77.83000183105469
2015-01-26,77.5
2015-01-27,75.77999877929688
2015-01-28,76.23999786376953
2015-01-29,78.0
2015-01-30,75.91000366210938
2015-02-02,74.98999786376953
2015-02-03,75.4000015258789
2015-02-04,75.62999725341797
2015-02-05,75.61000061035156
2015-02-06,74.47000122070312
2015-02-09,74.44000244140625
2015-02-10,75.19000244140625
2015-02-11,76.51000213623047
2015-02-12,76.2300033569336
2015-02-13,75.73999786376953
2015-02-17,75.5999984741211
2015-02-18,76.70999908447266
2015-02-19,79.41999816894531
2015-02-20,79.9000015258789
2015-02-23,78.83999633789062
2015-02-24,78.44999694824219
2015-02-25,79.55999755859375
2015-02-26,80.41000366210938
2015-02-27,78.97000122070312
2015-03-02,79.75
2015-03-03,79.5999984741211
2015-03-04,80.9000015258789
2015-03-05,81.20999908447266
2015-03-06,80.01000213623047
2015-03-09,79.44000244140625
2015-03-10,77.55000305175781
2015-03-11,77.56999969482422
2015-03-12,78.93000030517578
2015-03-13,78.05000305175781
2015-03-16,78.06999969482422
2015-03-17,79.36000061035156
2015-03-18,80.91000366210938
2015-03-19,82.75
2015-03-20,83.80000305175781
2015-03-23,84.43000030517578
2015-03-24,85.30999755859375
2015-03-25,82.91999816894531
2015-03-26,83.01000213623047
2015-03-27,83.30000305175781
2015-03-30,83.19999694824219
2015-03-31,82.22000122070312
2015-04-01,81.66999816894531
2015-04-02,81.55999755859375
2015-04-06,82.44000244140625
2015-04-07,82.31999969482422
2015-04-08,82.27999877929688
2015-04-09,82.16999816894531
2015-04-10,82.04000091552734
2015-04-13,83.01000213623047
2015-04-14,83.5199966430664
2015-04-15,82.70999908447266
2015-04-16,82.30999755859375
2015-04-17,80.77999877929688
2015-04-20,83.08999633789062
2015-04-21,83.62000274658203
2015-04-22,84.62999725341797
2015-04-23,82.41000366210938
2015-04-24,81.52999877929688
2015-04-27,81.91000366210938
2015-04-28,80.68000030517578
2015-04-29,80.47000122070312
2015-04-30,78.7699966430664
2015-05-01,78.98999786376953
2015-05-04,78.80999755859375
2015-05-05,77.55999755859375
2015-05-06,78.0999984741211
2015-05-07,78.43000030517578
2015-05-08,78.51000213623047
2015-05-11,78.01000213623047
2015-05-12,77.45999908447266
2015-05-13,78.44000244140625
2015-05-14,81.37000274658203
2015-05-15,80.41999816894531
2015-05-18,80.87999725341797
2015-05-19,80.62999725341797
2015-05-20,80.55000305175781
2015-05-21,80.4800033569336
2015-05-22,80.54000091552734
2015-05-26,79.33000183105469
2015-05-27,80.55000305175781
2015-05-28,80.1500015258789
2015-05-29,79.19000244140625
2015-06-01,80.29000091552734
2015-06-02,80.44000244140625
2015-06-03,82.44000244140625
2015-06-04,82.05000305175781
2015-06-05,82.13999938964844
2015-06-08,80.66999816894531
2015-06-09,80.66999816894531
2015-06-10,82.16000366210938
2015-06-11,81.83000183105469
2015-06-12,81.52999877929688
2015-06-15,80.70999908447266
2015-06-16,81.05999755859375
2015-06-17,81.79000091552734
2015-06-18,82.91000366210938
2015-06-19,82.51000213623047
2015-06-22,84.73999786376953
2015-06-23,87.87999725341797
2015-06-24,88.86000061035156
2015-06-25,87.9800033569336
2015-06-26,88.01000213623047
2015-06-29,85.80000305175781
2015-06-30,85.7699966430664
2015-07-01,86.91000366210938
2015-07-02,87.29000091552734
2015-07-06,87.55000305175781
2015-07-07,87.22000122070312
2015-07-08,85.6500015258789
2015-07-09,85.87999725341797
2015-07-10,87.94999694824219
2015-07-13,90.0999984741211
2015-07-14,89.68000030517578
2015-07-15,89.76000213623047
2015-07-16,90.8499984741211
2015-07-17,94.97000122070312
2015-07-20,97.91000366210938
2015-07-21,98.38999938964844
2015-07-22,97.04000091552734
2015-07-23,95.44000244140624
2015-07-24,96.9499969482422
2015-07-27,94.16999816894533
2015-07-28,95.29000091552734
2015-07-29,96.98999786376952
2015-07-30,95.20999908447266
2015-07-31,94.01000213623048
2015-08-03,94.13999938964844
2015-08-04,94.05999755859376
2015-08-05,96.44000244140624
2015-08-06,95.12000274658205
2015-08-07,94.3000030517578
2015-08-10,94.1500015258789
2015-08-11,93.62000274658205
2015-08-12,94.19000244140624
2015-08-13,93.43000030517578
2015-08-14,94.41999816894533
2015-08-17,93.93000030517578
2015-08-18,95.16999816894533
2015-08-19,95.30999755859376
2015-08-20,90.55999755859376
2015-08-21,86.05999755859375
2015-08-24,82.08999633789062
2015-08-25,83.0
2015-08-26,87.19000244140625
2015-08-27,89.7300033569336
