Date,TSLA_Close
2014-06-30,16.003999710083008
2014-07-01,15.981332778930664
2014-07-02,15.295332908630373
2014-07-03,15.283332824707031
2014-07-07,14.843999862670898
2014-07-08,14.604666709899902
2014-07-09,14.870667457580566
2014-07-10,14.630666732788086
2014-07-11,14.541999816894531
2014-07-14,15.113332748413086
2014-07-15,14.638667106628418
2014-07-16,14.477333068847656
2014-07-17,14.359999656677246
2014-07-18,14.66800022125244
2014-07-21,14.702667236328123
2014-07-22,14.638667106628418
2014-07-23,14.832667350769045
2014-07-24,14.902667045593262
2014-07-25,14.904666900634766
2014-07-28,14.98799991607666
2014-07-29,15.000666618347168
2014-07-30,15.261333465576172
2014-07-31,14.886667251586914
2014-08-01,15.5513334274292
2014-08-04,15.90133285522461
2014-08-05,15.899333000183104
2014-08-06,16.595333099365234
2014-08-07,16.826000213623047
2014-08-08,16.54199981689453
2014-08-11,17.288000106811523
2014-08-12,17.33066749572754
2014-08-13,17.354000091552734
2014-08-14,17.42533302307129
2014-08-15,17.46733283996582
2014-08-18,17.32933235168457
2014-08-19,17.117332458496094
2014-08-20,17.047332763671875
2014-08-21,16.95599937438965
2014-08-22,17.118667602539062
2014-08-25,17.503332138061523
2014-08-26,17.44933319091797
2014-08-27,17.549999237060547
2014-08-28,17.590667724609375
2014-08-29,17.979999542236328
2014-09-02,18.941333770751953
2014-09-03,18.746000289916992
2014-09-04,19.069332122802734
2014-09-05,18.492666244506836
2014-09-08,18.80733299255371
2014-09-09,18.565332412719727
2014-09-10,18.739999771118164
2014-09-11,18.687332153320312
2014-09-12,18.61333274841309
2014-09-15,16.923999786376953
2014-09-16,17.382667541503906
2014-09-17,17.42533302307129
2014-09-18,17.58799934387207
2014-09-19,17.288000106811523
2014-09-22,16.66866683959961
2014-09-23,16.694000244140625
2014-09-24,16.80933380126953
2014-09-25,16.463333129882812
2014-09-26,16.440000534057617
2014-09-29,16.35066795349121
2014-09-30,16.178667068481445
2014-10-01,16.016000747680664
2014-10-02,16.761333465576172
2014-10-03,17.013999938964844
2014-10-06,17.374666213989258
2014-10-07,17.30466651916504
2014-10-08,17.28533363342285
2014-10-09,17.134000778198242
2014-10-10,15.793999671936035
2014-10-13,14.97266674041748
2014-10-14,15.137332916259766
2014-10-15,15.313332557678224
2014-10-16,15.09000015258789
2014-10-17,15.165332794189451
2014-10-20,15.364666938781738
2014-10-21,15.689332962036133
2014-10-22,15.40666675567627
2014-10-23,15.685999870300291
2014-10-24,15.682666778564451
2014-10-27,14.777999877929688
2014-10-28,16.184667587280273
2014-10-29,15.873332977294922
2014-10-30,15.910667419433594
2014-10-31,16.113332748413086
2014-11-03,16.172666549682617
2014-11-04,15.928667068481444
2014-11-05,15.39799976348877
2014-11-06,16.08133316040039
2014-11-07,16.01333236694336
2014-11-10,16.1286678314209
2014-11-11,16.738666534423828
2014-11-12,16.606666564941406
2014-11-13,16.780000686645508
2014-11-14,17.245332717895508
2014-11-17,16.93199920654297
2014-11-18,17.18000030517578
2014-11-19,16.516000747680664
2014-11-20,16.58066749572754
2014-11-21,16.185333251953125
2014-11-24,16.447999954223633
2014-11-25,16.53933334350586
2014-11-26,16.562667846679688
2014-11-28,16.301332473754883
